taluk,district,latitude,longitude,year,ndvi_mean,ndvi_std,ndvi_min,ndvi_max,scene_count,platform,data_source
Navalagund,Dharwad,15.594488,75.298558,2023,0.5186,0.0779,0.5186,0.5186,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Hubballi,Dharwad,15.345623,75.217382,2019,0.5167,0.0997,0.5167,0.5167,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Hubballi,Dharwad,15.345623,75.217382,2020,0.518,0.0826,0.518,0.518,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Hubballi,Dharwad,15.345623,75.217382,2021,0.5592,0.1115,0.5592,0.5592,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Hubballi,Dharwad,15.345623,75.217382,2022,0.5523,0.0884,0.5523,0.5523,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Hubballi,Dharwad,15.345623,75.217382,2023,0.4724,0.1113,0.4724,0.4724,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Kalgatgi,Dharwad,15.192087,74.979017,2019,0.4628,0.0693,0.4628,0.4628,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Kalgatgi,Dharwad,15.192087,74.979017,2020,0.3863,0.0787,0.3863,0.3863,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Kalgatgi,Dharwad,15.192087,74.979017,2021,0.5325,0.0964,0.5325,0.5325,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Kalgatgi,Dharwad,15.192087,74.979017,2022,0.5402,0.0875,0.5402,0.5402,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Kalgatgi,Dharwad,15.192087,74.979017,2023,0.4092,0.1164,0.4092,0.4092,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Kundgol,Dharwad,15.204139,75.299041,2019,0.4199,0.0809,0.4199,0.4199,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Kundgol,Dharwad,15.204139,75.299041,2020,0.4552,0.0925,0.4552,0.4552,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Kundgol,Dharwad,15.204139,75.299041,2021,0.5353,0.1265,0.5353,0.5353,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Kundgol,Dharwad,15.204139,75.299041,2022,0.4085,0.1211,0.4085,0.4085,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Kundgol,Dharwad,15.204139,75.299041,2023,0.3749,0.12,0.3749,0.3749,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Hubballi Urban,Dharwad,15.369417,75.120617,2019,0.3224,0.088,0.3224,0.3224,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Hubballi Urban,Dharwad,15.369417,75.120617,2020,0.3299,0.097,0.3299,0.3299,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Hubballi Urban,Dharwad,15.369417,75.120617,2021,0.3686,0.1082,0.3686,0.3686,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Hubballi Urban,Dharwad,15.369417,75.120617,2022,0.3366,0.1242,0.3366,0.3366,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Hubballi Urban,Dharwad,15.369417,75.120617,2023,0.3302,0.1156,0.3302,0.3302,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Alnavar,Dharwad,15.439965,74.795534,2019,0.5065,0.099,0.5065,0.5065,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Alnavar,Dharwad,15.439965,74.795534,2020,0.5003,0.1103,0.5003,0.5003,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Alnavar,Dharwad,15.439965,74.795534,2021,0.6626,0.0794,0.6626,0.6626,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Alnavar,Dharwad,15.439965,74.795534,2022,0.5383,0.1275,0.5383,0.5383,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Alnavar,Dharwad,15.439965,74.795534,2023,0.5454,0.1248,0.5454,0.5454,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Annigeri,Dharwad,15.471013,75.426576,2019,0.6493,0.0954,0.6493,0.6493,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Annigeri,Dharwad,15.471013,75.426576,2020,0.5647,0.0808,0.5647,0.5647,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Annigeri,Dharwad,15.471013,75.426576,2021,0.7312,0.0501,0.7312,0.7312,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Annigeri,Dharwad,15.471013,75.426576,2022,0.6079,0.0526,0.6079,0.6079,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Annigeri,Dharwad,15.471013,75.426576,2023,0.377,0.0582,0.377,0.377,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Karwar,Uttara Kannada,14.872578,74.283258,2019,0.84,0.0115,0.84,0.84,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Karwar,Uttara Kannada,14.872578,74.283258,2020,0.8427,0.01,0.8427,0.8427,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Karwar,Uttara Kannada,14.872578,74.283258,2021,0.8284,0.0104,0.8284,0.8284,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Karwar,Uttara Kannada,14.872578,74.283258,2022,0.8398,0.012,0.8398,0.8398,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Karwar,Uttara Kannada,14.872578,74.283258,2023,0.8426,0.0115,0.8426,0.8426,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Joida,Uttara Kannada,15.200258,74.44299,2019,0.5128,0.1727,0.5128,0.5128,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Joida,Uttara Kannada,15.200258,74.44299,2020,0.3276,0.2888,0.3276,0.3276,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Joida,Uttara Kannada,15.200258,74.44299,2021,0.404,0.2432,0.404,0.404,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Joida,Uttara Kannada,15.200258,74.44299,2022,0.3011,0.3238,0.3011,0.3011,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Joida,Uttara Kannada,15.200258,74.44299,2023,0.3401,0.2959,0.3401,0.3401,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Haliyal,Uttara Kannada,15.262222,74.773704,2019,0.4273,0.0717,0.4273,0.4273,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Haliyal,Uttara Kannada,15.262222,74.773704,2020,0.4726,0.0983,0.4726,0.4726,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Haliyal,Uttara Kannada,15.262222,74.773704,2021,0.5469,0.1127,0.5469,0.5469,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Haliyal,Uttara Kannada,15.262222,74.773704,2022,0.5188,0.1109,0.5188,0.5188,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Haliyal,Uttara Kannada,15.262222,74.773704,2023,0.4694,0.1095,0.4694,0.4694,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Yellapur,Uttara Kannada,14.928449,74.730464,2019,0.7833,0.0265,0.7833,0.7833,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Yellapur,Uttara Kannada,14.928449,74.730464,2020,0.7967,0.0318,0.7967,0.7967,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Yellapur,Uttara Kannada,14.928449,74.730464,2021,0.7985,0.0276,0.7985,0.7985,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Yellapur,Uttara Kannada,14.928449,74.730464,2022,0.7893,0.0298,0.7893,0.7893,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Yellapur,Uttara Kannada,14.928449,74.730464,2023,0.7904,0.0264,0.7904,0.7904,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Mundgod,Uttara Kannada,14.905287,74.989325,2019,0.5528,0.1648,0.5528,0.5528,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Mundgod,Uttara Kannada,14.905287,74.989325,2020,0.52,0.1668,0.52,0.52,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Mundgod,Uttara Kannada,14.905287,74.989325,2021,0.5912,0.1492,0.5912,0.5912,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Mundgod,Uttara Kannada,14.905287,74.989325,2022,0.5811,0.1499,0.5811,0.5811,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Mundgod,Uttara Kannada,14.905287,74.989325,2023,0.5675,0.1599,0.5675,0.5675,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Sirsi,Uttara Kannada,14.637404,74.789464,2019,0.7766,0.0313,0.7766,0.7766,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Sirsi,Uttara Kannada,14.637404,74.789464,2020,0.7875,0.0418,0.7875,0.7875,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Sirsi,Uttara Kannada,14.637404,74.789464,2021,0.7887,0.0286,0.7887,0.7887,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Sirsi,Uttara Kannada,14.637404,74.789464,2022,0.7842,0.0451,0.7842,0.7842,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Sirsi,Uttara Kannada,14.637404,74.789464,2023,0.7799,0.0416,0.7799,0.7799,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Ankola,Uttara Kannada,14.701629,74.443335,2019,0.8207,0.0198,0.8207,0.8207,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Ankola,Uttara Kannada,14.701629,74.443335,2020,0.8018,0.0252,0.8018,0.8018,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Ankola,Uttara Kannada,14.701629,74.443335,2021,0.7987,0.0234,0.7987,0.7987,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Ankola,Uttara Kannada,14.701629,74.443335,2022,0.7995,0.0226,0.7995,0.7995,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Ankola,Uttara Kannada,14.701629,74.443335,2023,0.809,0.0221,0.809,0.809,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Kumta,Uttara Kannada,14.480367,74.490774,2019,0.7288,0.1229,0.7288,0.7288,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Kumta,Uttara Kannada,14.480367,74.490774,2020,0.7255,0.1276,0.7255,0.7255,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Kumta,Uttara Kannada,14.480367,74.490774,2021,0.7452,0.1024,0.7452,0.7452,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Kumta,Uttara Kannada,14.480367,74.490774,2022,0.7289,0.1214,0.7289,0.7289,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Kumta,Uttara Kannada,14.480367,74.490774,2023,0.6895,0.154,0.6895,0.6895,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Siddapur,Uttara Kannada,14.379955,74.801728,2019,0.7378,0.0772,0.7378,0.7378,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Siddapur,Uttara Kannada,14.379955,74.801728,2020,0.7251,0.087,0.7251,0.7251,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Siddapur,Uttara Kannada,14.379955,74.801728,2021,0.7483,0.0829,0.7483,0.7483,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Siddapur,Uttara Kannada,14.379955,74.801728,2022,0.7388,0.0904,0.7388,0.7388,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Siddapur,Uttara Kannada,14.379955,74.801728,2023,0.7383,0.0988,0.7383,0.7383,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Honnavar,Uttara Kannada,14.266209,74.560981,2019,0.8237,0.0354,0.8237,0.8237,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Honnavar,Uttara Kannada,14.266209,74.560981,2020,0.8255,0.0383,0.8255,0.8255,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Honnavar,Uttara Kannada,14.266209,74.560981,2021,0.8129,0.0287,0.8129,0.8129,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Honnavar,Uttara Kannada,14.266209,74.560981,2022,0.8346,0.031,0.8346,0.8346,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Honnavar,Uttara Kannada,14.266209,74.560981,2023,0.8386,0.0213,0.8386,0.8386,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Bhatkal,Uttara Kannada,14.044786,74.585239,2019,0.859,0.0111,0.859,0.859,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Bhatkal,Uttara Kannada,14.044786,74.585239,2020,0.8355,0.0124,0.8355,0.8355,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Bhatkal,Uttara Kannada,14.044786,74.585239,2021,0.829,0.0123,0.829,0.829,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Bhatkal,Uttara Kannada,14.044786,74.585239,2022,0.8452,0.0122,0.8452,0.8452,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Bhatkal,Uttara Kannada,14.044786,74.585239,2023,0.8542,0.0142,0.8542,0.8542,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Dandeli,Uttara Kannada,15.233804,74.659965,2019,0.521,0.1846,0.521,0.521,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Dandeli,Uttara Kannada,15.233804,74.659965,2020,0.4339,0.2937,0.4339,0.4339,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Dandeli,Uttara Kannada,15.233804,74.659965,2021,0.5937,0.2846,0.5937,0.5937,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Dandeli,Uttara Kannada,15.233804,74.659965,2022,0.4291,0.3652,0.4291,0.4291,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Dandeli,Uttara Kannada,15.233804,74.659965,2023,0.5063,0.2833,0.5063,0.5063,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Shiggaon,Haveri,15.010668,75.191124,2019,0.4129,0.1272,0.4129,0.4129,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Shiggaon,Haveri,15.010668,75.191124,2020,0.3708,0.1154,0.3708,0.3708,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Shiggaon,Haveri,15.010668,75.191124,2021,0.4296,0.1339,0.4296,0.4296,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Shiggaon,Haveri,15.010668,75.191124,2022,0.3618,0.1193,0.3618,0.3618,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Shiggaon,Haveri,15.010668,75.191124,2023,0.3673,0.1389,0.3673,0.3673,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Savanur,Haveri,14.970665,75.396613,2019,0.4647,0.0993,0.4647,0.4647,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Savanur,Haveri,14.970665,75.396613,2020,0.3753,0.0964,0.3753,0.3753,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Savanur,Haveri,14.970665,75.396613,2021,0.4885,0.1008,0.4885,0.4885,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Savanur,Haveri,14.970665,75.396613,2022,0.4152,0.1028,0.4152,0.4152,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Savanur,Haveri,14.970665,75.396613,2023,0.476,0.1577,0.476,0.476,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Hangal,Haveri,14.752583,75.177029,2019,0.4097,0.0773,0.4097,0.4097,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Hangal,Haveri,14.752583,75.177029,2020,0.3463,0.0248,0.3463,0.3463,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Hangal,Haveri,14.752583,75.177029,2021,0.4856,0.1232,0.4856,0.4856,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Hangal,Haveri,14.752583,75.177029,2022,0.4579,0.1059,0.4579,0.4579,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Hangal,Haveri,14.752583,75.177029,2023,0.4328,0.1385,0.4328,0.4328,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Haveri,Haveri,14.840981,75.505711,2019,0.5729,0.1203,0.5729,0.5729,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Haveri,Haveri,14.840981,75.505711,2020,0.4544,0.1088,0.4544,0.4544,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Haveri,Haveri,14.840981,75.505711,2021,0.5851,0.1206,0.5851,0.5851,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Haveri,Haveri,14.840981,75.505711,2022,0.5635,0.1149,0.5635,0.5635,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Haveri,Haveri,14.840981,75.505711,2023,0.4491,0.1407,0.4491,0.4491,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Byadagi,Haveri,14.670044,75.436017,2019,0.4846,0.1528,0.4846,0.4846,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Byadagi,Haveri,14.670044,75.436017,2020,0.468,0.0927,0.468,0.468,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Byadagi,Haveri,14.670044,75.436017,2021,0.516,0.1406,0.516,0.516,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Byadagi,Haveri,14.670044,75.436017,2022,0.4472,0.1473,0.4472,0.4472,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Byadagi,Haveri,14.670044,75.436017,2023,0.3986,0.1466,0.3986,0.3986,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Ranebennur,Haveri,14.608542,75.655253,2019,0.559,0.157,0.559,0.559,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Ranebennur,Haveri,14.608542,75.655253,2020,0.4198,0.0922,0.4198,0.4198,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Ranebennur,Haveri,14.608542,75.655253,2021,0.5434,0.1252,0.5434,0.5434,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Ranebennur,Haveri,14.608542,75.655253,2022,0.5679,0.1105,0.5679,0.5679,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Ranebennur,Haveri,14.608542,75.655253,2023,0.4758,0.149,0.4758,0.4758,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Rattihalli,Haveri,14.39862,75.528154,2019,0.4166,0.1344,0.4166,0.4166,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Rattihalli,Haveri,14.39862,75.528154,2020,0.4967,0.1083,0.4967,0.4967,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Rattihalli,Haveri,14.39862,75.528154,2021,0.539,0.1335,0.539,0.539,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Rattihalli,Haveri,14.39862,75.528154,2022,0.51,0.1041,0.51,0.51,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Rattihalli,Haveri,14.39862,75.528154,2023,0.4859,0.1042,0.4859,0.4859,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Hadagali,Vijayanagara,14.95009,75.889923,2019,0.4158,0.0895,0.4158,0.4158,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Hadagali,Vijayanagara,14.95009,75.889923,2020,0.2979,0.0669,0.2979,0.2979,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Hadagali,Vijayanagara,14.95009,75.889923,2021,0.4956,0.0929,0.4956,0.4956,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Hadagali,Vijayanagara,14.95009,75.889923,2022,0.417,0.0827,0.417,0.417,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Hadagali,Vijayanagara,14.95009,75.889923,2023,0.3878,0.1211,0.3878,0.3878,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Hagaribommanahalli,Vijayanagara,15.074141,76.196567,2019,0.4408,0.0999,0.4408,0.4408,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Hagaribommanahalli,Vijayanagara,15.074141,76.196567,2020,0.3779,0.0839,0.3779,0.3779,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Hagaribommanahalli,Vijayanagara,15.074141,76.196567,2021,0.222,0.124,0.222,0.222,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Hagaribommanahalli,Vijayanagara,15.074141,76.196567,2022,0.433,0.0862,0.433,0.433,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Hagaribommanahalli,Vijayanagara,15.074141,76.196567,2023,0.3433,0.0848,0.3433,0.3433,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Hosapete,Ballari,15.214744,76.448681,2019,0.6809,0.0459,0.6809,0.6809,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Hosapete,Ballari,15.214744,76.448681,2020,0.6217,0.0486,0.6217,0.6217,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Hosapete,Ballari,15.214744,76.448681,2021,0.684,0.0419,0.684,0.684,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Hosapete,Ballari,15.214744,76.448681,2022,0.5969,0.0687,0.5969,0.5969,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Hosapete,Ballari,15.214744,76.448681,2023,0.6501,0.0525,0.6501,0.6501,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Siruguppa,Ballari,15.567701,76.934881,2019,0.5801,0.1108,0.5801,0.5801,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Siruguppa,Ballari,15.567701,76.934881,2020,0.3972,0.0648,0.3972,0.3972,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Siruguppa,Ballari,15.567701,76.934881,2021,0.525,0.095,0.525,0.525,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Siruguppa,Ballari,15.567701,76.934881,2022,0.555,0.1103,0.555,0.555,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Siruguppa,Ballari,15.567701,76.934881,2023,0.513,0.121,0.513,0.513,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Ballari,Ballari,15.175868,76.976436,2019,0.569,0.0946,0.569,0.569,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Ballari,Ballari,15.175868,76.976436,2020,0.5253,0.1011,0.5253,0.5253,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Ballari,Ballari,15.175868,76.976436,2021,0.4822,0.0886,0.4822,0.4822,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Ballari,Ballari,15.175868,76.976436,2022,0.4871,0.1108,0.4871,0.4871,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Ballari,Ballari,15.175868,76.976436,2023,0.4047,0.1276,0.4047,0.4047,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Sonduru,Ballari,15.054208,76.58034,2019,0.5456,0.1781,0.5456,0.5456,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Sonduru,Ballari,15.054208,76.58034,2020,0.6269,0.0487,0.6269,0.6269,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Sonduru,Ballari,15.054208,76.58034,2021,0.6617,0.0447,0.6617,0.6617,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Sonduru,Ballari,15.054208,76.58034,2022,0.6436,0.0718,0.6436,0.6436,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Sonduru,Ballari,15.054208,76.58034,2023,0.4814,0.067,0.4814,0.4814,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Kudligi,Vijayanagara,14.771916,76.494002,2019,0.3922,0.0428,0.3922,0.3922,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Kudligi,Vijayanagara,14.771916,76.494002,2020,0.3336,0.0291,0.3336,0.3336,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Kudligi,Vijayanagara,14.771916,76.494002,2021,0.4542,0.0452,0.4542,0.4542,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Kudligi,Vijayanagara,14.771916,76.494002,2022,0.4697,0.0485,0.4697,0.4697,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Kudligi,Vijayanagara,14.771916,76.494002,2023,0.3861,0.042,0.3861,0.3861,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Kurugodu,Ballari,15.306928,76.829488,2019,0.5515,0.0626,0.5515,0.5515,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Kurugodu,Ballari,15.306928,76.829488,2020,0.4184,0.0955,0.4184,0.4184,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Kurugodu,Ballari,15.306928,76.829488,2021,0.4131,0.118,0.4131,0.4131,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Kurugodu,Ballari,15.306928,76.829488,2022,0.4467,0.1393,0.4467,0.4467,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Kurugodu,Ballari,15.306928,76.829488,2023,0.381,0.1161,0.381,0.381,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Kotturu,Vijayanagara,14.809556,76.246771,2019,0.489,0.1648,0.489,0.489,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Kotturu,Vijayanagara,14.809556,76.246771,2020,0.3962,0.072,0.3962,0.3962,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Kotturu,Vijayanagara,14.809556,76.246771,2021,0.5054,0.0661,0.5054,0.5054,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Kotturu,Vijayanagara,14.809556,76.246771,2022,0.2275,0.244,0.2275,0.2275,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Kotturu,Vijayanagara,14.809556,76.246771,2023,0.4261,0.0677,0.4261,0.4261,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Kampli,Ballari,15.364819,76.658876,2019,0.4608,0.0888,0.4608,0.4608,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Kampli,Ballari,15.364819,76.658876,2020,0.2423,0.0928,0.2423,0.2423,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Kampli,Ballari,15.364819,76.658876,2021,0.254,0.0974,0.254,0.254,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Kampli,Ballari,15.364819,76.658876,2022,0.2348,0.0697,0.2348,0.2348,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Kampli,Ballari,15.364819,76.658876,2023,0.2717,0.0492,0.2717,0.2717,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Harapanahalli,Vijayanagara,14.722044,75.982225,2019,0.446,0.1048,0.446,0.446,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Harapanahalli,Vijayanagara,14.722044,75.982225,2020,0.3694,0.0882,0.3694,0.3694,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Harapanahalli,Vijayanagara,14.722044,75.982225,2021,0.4508,0.1114,0.4508,0.4508,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Harapanahalli,Vijayanagara,14.722044,75.982225,2022,0.4322,0.103,0.4322,0.4322,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Harapanahalli,Vijayanagara,14.722044,75.982225,2023,0.4741,0.1486,0.4741,0.4741,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Molakalmuru,Chitradurga,14.791851,76.736134,2019,0.3995,0.1135,0.3995,0.3995,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Molakalmuru,Chitradurga,14.791851,76.736134,2020,0.2892,0.0786,0.2892,0.2892,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Molakalmuru,Chitradurga,14.791851,76.736134,2021,0.4553,0.1383,0.4553,0.4553,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Molakalmuru,Chitradurga,14.791851,76.736134,2022,0.4262,0.1211,0.4262,0.4262,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Molakalmuru,Chitradurga,14.791851,76.736134,2023,0.3545,0.1158,0.3545,0.3545,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Challakere,Chitradurga,14.361869,76.72186,2019,0.3694,0.0506,0.3694,0.3694,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Challakere,Chitradurga,14.361869,76.72186,2020,0.3453,0.0555,0.3453,0.3453,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Challakere,Chitradurga,14.361869,76.72186,2021,0.3443,0.062,0.3443,0.3443,1,landsat-9,Landsat C2 L2 (Planetary Computer)
