taluk,district,latitude,longitude,year,ndvi_mean,ndvi_std,ndvi_min,ndvi_max,scene_count,platform,data_source
Afzalpur,Kalaburgi,17.248516,76.403097,2022,0.4871,0.0911,0.4871,0.4871,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Afzalpur,Kalaburgi,17.248516,76.403097,2023,0.4314,0.0593,0.4314,0.4314,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Kalaburgi,Kalaburgi,17.290737,76.812975,2019,0.3034,0.0686,0.3034,0.3034,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Kalaburgi,Kalaburgi,17.290737,76.812975,2020,0.2531,0.0543,0.2531,0.2531,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Kalaburgi,Kalaburgi,17.290737,76.812975,2021,0.3294,0.0712,0.3294,0.3294,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Kalaburgi,Kalaburgi,17.290737,76.812975,2022,0.283,0.074,0.283,0.283,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Kalaburgi,Kalaburgi,17.290737,76.812975,2023,0.2825,0.0723,0.2825,0.2825,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Chincholi,Kalaburgi,17.466458,77.38895,2019,0.5588,0.0816,0.5588,0.5588,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Chincholi,Kalaburgi,17.466458,77.38895,2020,0.4792,0.0654,0.4792,0.4792,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Chincholi,Kalaburgi,17.466458,77.38895,2021,0.4575,0.0541,0.4575,0.4575,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Chincholi,Kalaburgi,17.466458,77.38895,2022,0.4791,0.0738,0.4791,0.4791,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Chincholi,Kalaburgi,17.466458,77.38895,2023,0.4774,0.086,0.4774,0.4774,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Sedam,Kalaburgi,17.079497,77.318199,2019,0.6199,0.0844,0.6199,0.6199,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Sedam,Kalaburgi,17.079497,77.318199,2020,0.6748,0.0459,0.6748,0.6748,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Sedam,Kalaburgi,17.079497,77.318199,2021,0.6276,0.0762,0.6276,0.6276,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Sedam,Kalaburgi,17.079497,77.318199,2022,0.7349,0.0452,0.7349,0.7349,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Sedam,Kalaburgi,17.079497,77.318199,2023,0.5441,0.105,0.5441,0.5441,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Chittapur,Kalaburgi,17.061567,77.056877,2019,0.6232,0.06,0.6232,0.6232,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Chittapur,Kalaburgi,17.061567,77.056877,2020,0.5063,0.062,0.5063,0.5063,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Chittapur,Kalaburgi,17.061567,77.056877,2021,0.5647,0.1008,0.5647,0.5647,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Chittapur,Kalaburgi,17.061567,77.056877,2022,0.5676,0.0692,0.5676,0.5676,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Chittapur,Kalaburgi,17.061567,77.056877,2023,0.5106,0.1275,0.5106,0.5106,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Jewargi,Kalaburgi,17.003998,76.687406,2019,0.5928,0.0605,0.5928,0.5928,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Jewargi,Kalaburgi,17.003998,76.687406,2020,0.4829,0.0851,0.4829,0.4829,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Jewargi,Kalaburgi,17.003998,76.687406,2021,0.5441,0.1051,0.5441,0.5441,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Jewargi,Kalaburgi,17.003998,76.687406,2022,0.6481,0.0775,0.6481,0.6481,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Jewargi,Kalaburgi,17.003998,76.687406,2023,0.5486,0.1068,0.5486,0.5486,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Kalagi,Kalaburgi,17.379068,77.159715,2019,0.4755,0.0786,0.4755,0.4755,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Kalagi,Kalaburgi,17.379068,77.159715,2020,0.3798,0.0869,0.3798,0.3798,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Kalagi,Kalaburgi,17.379068,77.159715,2021,0.4935,0.1244,0.4935,0.4935,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Kalagi,Kalaburgi,17.379068,77.159715,2022,0.4721,0.136,0.4721,0.4721,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Kalagi,Kalaburgi,17.379068,77.159715,2023,0.409,0.1224,0.409,0.409,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Kamalapur,Kalaburgi,17.571281,76.975786,2019,0.4891,0.0817,0.4891,0.4891,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Kamalapur,Kalaburgi,17.571281,76.975786,2020,0.3364,0.075,0.3364,0.3364,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Kamalapur,Kalaburgi,17.571281,76.975786,2021,0.4827,0.0904,0.4827,0.4827,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Kamalapur,Kalaburgi,17.571281,76.975786,2022,0.4413,0.0931,0.4413,0.4413,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Kamalapur,Kalaburgi,17.571281,76.975786,2023,0.4506,0.0855,0.4506,0.4506,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Yadrami,Kalaburgi,16.848538,76.55989,2019,0.4482,0.1059,0.4482,0.4482,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Yadrami,Kalaburgi,16.848538,76.55989,2020,0.3725,0.078,0.3725,0.3725,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Yadrami,Kalaburgi,16.848538,76.55989,2021,0.4247,0.1246,0.4247,0.4247,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Yadrami,Kalaburgi,16.848538,76.55989,2022,0.4034,0.0879,0.4034,0.4034,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Yadrami,Kalaburgi,16.848538,76.55989,2023,0.3683,0.142,0.3683,0.3683,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Shahabad,Kalaburgi,17.138696,76.934699,2019,0.5326,0.0872,0.5326,0.5326,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Shahabad,Kalaburgi,17.138696,76.934699,2020,0.391,0.0764,0.391,0.391,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Shahabad,Kalaburgi,17.138696,76.934699,2021,0.5789,0.1051,0.5789,0.5789,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Shahabad,Kalaburgi,17.138696,76.934699,2022,0.494,0.081,0.494,0.494,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Shahabad,Kalaburgi,17.138696,76.934699,2023,0.5118,0.0948,0.5118,0.5118,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Basavakalyan,Bidar,17.776505,76.899749,2019,0.4328,0.0894,0.4328,0.4328,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Basavakalyan,Bidar,17.776505,76.899749,2020,0.2999,0.0621,0.2999,0.2999,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Basavakalyan,Bidar,17.776505,76.899749,2021,0.3751,0.0536,0.3751,0.3751,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Basavakalyan,Bidar,17.776505,76.899749,2022,0.3177,0.0759,0.3177,0.3177,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Basavakalyan,Bidar,17.776505,76.899749,2023,0.3328,0.097,0.3328,0.3328,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Bhalki,Bidar,18.039774,77.191254,2019,0.5962,0.0808,0.5962,0.5962,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Bhalki,Bidar,18.039774,77.191254,2020,0.5538,0.0725,0.5538,0.5538,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Bhalki,Bidar,18.039774,77.191254,2021,0.6139,0.0718,0.6139,0.6139,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Bhalki,Bidar,18.039774,77.191254,2022,0.6001,0.0702,0.6001,0.6001,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Bhalki,Bidar,18.039774,77.191254,2023,0.6208,0.1001,0.6208,0.6208,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Aurad,Bidar,18.20866,77.448186,2019,0.4998,0.0914,0.4998,0.4998,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Aurad,Bidar,18.20866,77.448186,2020,0.3612,0.0573,0.3612,0.3612,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Aurad,Bidar,18.20866,77.448186,2021,0.3844,0.0795,0.3844,0.3844,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Aurad,Bidar,18.20866,77.448186,2022,0.3801,0.0635,0.3801,0.3801,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Aurad,Bidar,18.20866,77.448186,2023,0.3627,0.0621,0.3627,0.3627,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Bidar,Bidar,17.877559,77.467254,2019,0.5197,0.1278,0.5197,0.5197,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Bidar,Bidar,17.877559,77.467254,2020,0.4159,0.1149,0.4159,0.4159,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Bidar,Bidar,17.877559,77.467254,2021,0.3839,0.097,0.3839,0.3839,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Bidar,Bidar,17.877559,77.467254,2022,0.4095,0.1081,0.4095,0.4095,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Bidar,Bidar,17.877559,77.467254,2023,0.4315,0.107,0.4315,0.4315,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Humnabad,Bidar,17.814408,77.161171,2019,0.4208,0.0545,0.4208,0.4208,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Humnabad,Bidar,17.814408,77.161171,2020,0.329,0.0674,0.329,0.329,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Humnabad,Bidar,17.814408,77.161171,2021,0.3867,0.084,0.3867,0.3867,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Humnabad,Bidar,17.814408,77.161171,2022,0.4079,0.1282,0.4079,0.4079,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Humnabad,Bidar,17.814408,77.161171,2023,0.3826,0.0968,0.3826,0.3826,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Chitguppa,Bidar,17.674054,77.299421,2019,0.509,0.1369,0.509,0.509,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Chitguppa,Bidar,17.674054,77.299421,2020,0.5346,0.0439,0.5346,0.5346,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Chitguppa,Bidar,17.674054,77.299421,2021,0.5062,0.0826,0.5062,0.5062,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Chitguppa,Bidar,17.674054,77.299421,2022,0.4916,0.1423,0.4916,0.4916,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Chitguppa,Bidar,17.674054,77.299421,2023,0.5076,0.0978,0.5076,0.5076,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Kamalnagar,Bidar,18.254668,77.257736,2019,0.6069,0.0895,0.6069,0.6069,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Kamalnagar,Bidar,18.254668,77.257736,2020,0.5161,0.0931,0.5161,0.5161,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Kamalnagar,Bidar,18.254668,77.257736,2021,0.5942,0.0923,0.5942,0.5942,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Kamalnagar,Bidar,18.254668,77.257736,2022,0.5149,0.129,0.5149,0.5149,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Kamalnagar,Bidar,18.254668,77.257736,2023,0.616,0.0781,0.616,0.616,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Hulsoor,Bidar,17.983574,76.999752,2019,0.6442,0.0717,0.6442,0.6442,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Hulsoor,Bidar,17.983574,76.999752,2020,0.5404,0.0709,0.5404,0.5404,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Hulsoor,Bidar,17.983574,76.999752,2021,0.6147,0.0734,0.6147,0.6147,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Hulsoor,Bidar,17.983574,76.999752,2022,0.6113,0.0614,0.6113,0.6113,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Hulsoor,Bidar,17.983574,76.999752,2023,0.5721,0.082,0.5721,0.5721,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Lingasuguru,Raichur,16.142671,76.499826,2019,0.0475,0.0483,0.0475,0.0475,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Lingasuguru,Raichur,16.142671,76.499826,2020,0.5123,0.0513,0.5123,0.5123,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Lingasuguru,Raichur,16.142671,76.499826,2021,0.5534,0.0807,0.5534,0.5534,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Lingasuguru,Raichur,16.142671,76.499826,2022,0.5226,0.113,0.5226,0.5226,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Lingasuguru,Raichur,16.142671,76.499826,2023,0.4563,0.1212,0.4563,0.4563,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Raichur,Raichur,16.189149,77.367163,2019,0.3119,0.0761,0.3119,0.3119,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Raichur,Raichur,16.189149,77.367163,2020,0.3554,0.1102,0.3554,0.3554,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Raichur,Raichur,16.189149,77.367163,2021,0.3469,0.0998,0.3469,0.3469,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Raichur,Raichur,16.189149,77.367163,2022,0.4087,0.1156,0.4087,0.4087,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Raichur,Raichur,16.189149,77.367163,2023,0.2858,0.0952,0.2858,0.2858,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Manvi,Raichur,15.986001,77.04922,2019,0.3183,0.059,0.3183,0.3183,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Manvi,Raichur,15.986001,77.04922,2020,0.3762,0.0909,0.3762,0.3762,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Manvi,Raichur,15.986001,77.04922,2021,0.3765,0.0839,0.3765,0.3765,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Manvi,Raichur,15.986001,77.04922,2022,0.3788,0.0904,0.3788,0.3788,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Manvi,Raichur,15.986001,77.04922,2023,0.3627,0.0902,0.3627,0.3627,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Sindhanuru,Raichur,15.758562,76.756921,2019,0.3891,0.0852,0.3891,0.3891,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Sindhanuru,Raichur,15.758562,76.756921,2020,0.3423,0.0511,0.3423,0.3423,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Sindhanuru,Raichur,15.758562,76.756921,2021,0.3996,0.088,0.3996,0.3996,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Sindhanuru,Raichur,15.758562,76.756921,2022,0.393,0.0776,0.393,0.393,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Sindhanuru,Raichur,15.758562,76.756921,2023,0.3582,0.0757,0.3582,0.3582,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Maski,Raichur,15.968861,76.63211,2019,0.33,0.0605,0.33,0.33,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Maski,Raichur,15.968861,76.63211,2020,0.2715,0.0461,0.2715,0.2715,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Maski,Raichur,15.968861,76.63211,2021,0.3423,0.0809,0.3423,0.3423,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Maski,Raichur,15.968861,76.63211,2022,0.291,0.0442,0.291,0.291,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Maski,Raichur,15.968861,76.63211,2023,0.2887,0.0648,0.2887,0.2887,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Sirwar,Raichur,16.130506,76.985439,2019,0.4991,0.2446,0.4991,0.4991,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Sirwar,Raichur,16.130506,76.985439,2020,0.1902,0.029,0.1902,0.1902,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Sirwar,Raichur,16.130506,76.985439,2021,0.2569,0.0355,0.2569,0.2569,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Sirwar,Raichur,16.130506,76.985439,2022,0.2472,0.0545,0.2472,0.2472,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Sirwar,Raichur,16.130506,76.985439,2023,0.2786,0.0104,0.2786,0.2786,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Yelburga,Koppal,15.630421,76.085766,2019,0.2863,0.3084,0.2863,0.2863,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Yelburga,Koppal,15.630421,76.085766,2020,0.3969,0.0964,0.3969,0.3969,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Yelburga,Koppal,15.630421,76.085766,2021,0.5115,0.1164,0.5115,0.5115,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Yelburga,Koppal,15.630421,76.085766,2022,0.4049,0.0857,0.4049,0.4049,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Yelburga,Koppal,15.630421,76.085766,2023,0.4717,0.113,0.4717,0.4717,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Kushtagi,Koppal,15.824458,76.171353,2019,0.2406,0.1156,0.2406,0.2406,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Kushtagi,Koppal,15.824458,76.171353,2020,0.2498,0.0588,0.2498,0.2498,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Kushtagi,Koppal,15.824458,76.171353,2021,0.3647,0.1043,0.3647,0.3647,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Kushtagi,Koppal,15.824458,76.171353,2022,0.2953,0.0777,0.2953,0.2953,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Kushtagi,Koppal,15.824458,76.171353,2023,0.3135,0.0729,0.3135,0.3135,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Gangavathi,Koppal,15.450251,76.488167,2019,0.3451,0.0964,0.3451,0.3451,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Gangavathi,Koppal,15.450251,76.488167,2020,0.1841,0.0367,0.1841,0.1841,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Gangavathi,Koppal,15.450251,76.488167,2021,0.258,0.0926,0.258,0.258,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Gangavathi,Koppal,15.450251,76.488167,2022,0.256,0.0752,0.256,0.256,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Gangavathi,Koppal,15.450251,76.488167,2023,0.2822,0.0661,0.2822,0.2822,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Koppal,Koppal,15.333914,76.163539,2019,0.457,0.1276,0.457,0.457,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Koppal,Koppal,15.333914,76.163539,2020,0.3025,0.0576,0.3025,0.3025,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Koppal,Koppal,15.333914,76.163539,2021,0.4872,0.1232,0.4872,0.4872,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Koppal,Koppal,15.333914,76.163539,2022,0.3198,0.1794,0.3198,0.3198,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Koppal,Koppal,15.333914,76.163539,2023,0.3605,0.0793,0.3605,0.3605,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Karatagi,Koppal,15.560832,76.66262,2019,0.5656,0.2466,0.5656,0.5656,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Karatagi,Koppal,15.560832,76.66262,2020,0.2176,0.0565,0.2176,0.2176,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Karatagi,Koppal,15.560832,76.66262,2021,0.296,0.0653,0.296,0.296,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Karatagi,Koppal,15.560832,76.66262,2022,0.2424,0.0628,0.2424,0.2424,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Karatagi,Koppal,15.560832,76.66262,2023,0.329,0.0532,0.329,0.329,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Kukanoor,Koppal,15.458714,76.010193,2019,0.2567,0.0614,0.2567,0.2567,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Kukanoor,Koppal,15.458714,76.010193,2020,0.2482,0.0479,0.2482,0.2482,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Kukanoor,Koppal,15.458714,76.010193,2021,0.3235,0.0655,0.3235,0.3235,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Kukanoor,Koppal,15.458714,76.010193,2022,0.2746,0.062,0.2746,0.2746,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Kukanoor,Koppal,15.458714,76.010193,2023,0.2704,0.0418,0.2704,0.2704,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Kanakagiri,Koppal,15.60034,76.439501,2019,0.4776,0.0985,0.4776,0.4776,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Kanakagiri,Koppal,15.60034,76.439501,2020,0.421,0.0416,0.421,0.421,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Kanakagiri,Koppal,15.60034,76.439501,2021,0.4595,0.0829,0.4595,0.4595,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Kanakagiri,Koppal,15.60034,76.439501,2022,0.4166,0.0762,0.4166,0.4166,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Kanakagiri,Koppal,15.60034,76.439501,2023,0.4109,0.1033,0.4109,0.4109,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Naragund,Gadag,15.757113,75.417493,2019,0.4408,0.1137,0.4408,0.4408,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Naragund,Gadag,15.757113,75.417493,2020,0.5443,0.0659,0.5443,0.5443,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Naragund,Gadag,15.757113,75.417493,2021,0.6404,0.1106,0.6404,0.6404,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Naragund,Gadag,15.757113,75.417493,2022,0.6067,0.0851,0.6067,0.6067,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Naragund,Gadag,15.757113,75.417493,2023,0.3492,0.0752,0.3492,0.3492,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Gadag,Gadag,15.424124,75.617534,2019,0.4307,0.1409,0.4307,0.4307,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Gadag,Gadag,15.424124,75.617534,2020,0.3422,0.1024,0.3422,0.3422,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Gadag,Gadag,15.424124,75.617534,2021,0.4193,0.1478,0.4193,0.4193,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Gadag,Gadag,15.424124,75.617534,2022,0.3713,0.1198,0.3713,0.3713,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Gadag,Gadag,15.424124,75.617534,2023,0.34,0.1162,0.34,0.34,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Shirahatti,Gadag,15.111933,75.654699,2019,0.511,0.1295,0.511,0.511,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Shirahatti,Gadag,15.111933,75.654699,2020,0.4185,0.0651,0.4185,0.4185,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Shirahatti,Gadag,15.111933,75.654699,2021,0.3938,0.0774,0.3938,0.3938,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Shirahatti,Gadag,15.111933,75.654699,2022,0.3844,0.0684,0.3844,0.3844,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Shirahatti,Gadag,15.111933,75.654699,2023,0.285,0.0144,0.285,0.285,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Mundargi,Gadag,15.225226,75.806038,2019,0.3252,0.133,0.3252,0.3252,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Mundargi,Gadag,15.225226,75.806038,2020,0.3298,0.047,0.3298,0.3298,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Mundargi,Gadag,15.225226,75.806038,2021,0.4193,0.0592,0.4193,0.4193,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Mundargi,Gadag,15.225226,75.806038,2022,0.3942,0.0471,0.3942,0.3942,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Mundargi,Gadag,15.225226,75.806038,2023,0.3694,0.0535,0.3694,0.3694,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Gajendragad,Koppal,15.69881,75.885093,2019,0.6227,0.1078,0.6227,0.6227,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Gajendragad,Koppal,15.69881,75.885093,2020,0.5413,0.0883,0.5413,0.5413,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Gajendragad,Koppal,15.69881,75.885093,2021,0.5258,0.0991,0.5258,0.5258,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Gajendragad,Koppal,15.69881,75.885093,2022,0.5704,0.1151,0.5704,0.5704,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Gajendragad,Koppal,15.69881,75.885093,2023,0.4528,0.1079,0.4528,0.4528,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Laxmeshwar,Gadag,15.121644,75.507608,2019,0.5002,0.0738,0.5002,0.5002,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Laxmeshwar,Gadag,15.121644,75.507608,2020,0.4158,0.0805,0.4158,0.4158,1,landsat-7,Landsat C2 L2 (Planetary Computer)
Laxmeshwar,Gadag,15.121644,75.507608,2021,0.5149,0.077,0.5149,0.5149,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Laxmeshwar,Gadag,15.121644,75.507608,2022,0.4367,0.0821,0.4367,0.4367,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Laxmeshwar,Gadag,15.121644,75.507608,2023,0.4257,0.1159,0.4257,0.4257,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Dharwad,Dharwad,15.496073,74.979548,2019,0.5509,0.1087,0.5509,0.5509,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Dharwad,Dharwad,15.496073,74.979548,2020,0.5332,0.1196,0.5332,0.5332,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Dharwad,Dharwad,15.496073,74.979548,2021,0.6158,0.1088,0.6158,0.6158,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Dharwad,Dharwad,15.496073,74.979548,2022,0.5515,0.1359,0.5515,0.5515,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Dharwad,Dharwad,15.496073,74.979548,2023,0.5956,0.1412,0.5956,0.5956,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Navalagund,Dharwad,15.594488,75.298558,2019,0.5336,0.0819,0.5336,0.5336,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Navalagund,Dharwad,15.594488,75.298558,2020,0.6897,0.0555,0.6897,0.6897,1,landsat-8,Landsat C2 L2 (Planetary Computer)
Navalagund,Dharwad,15.594488,75.298558,2021,0.6764,0.0569,0.6764,0.6764,1,landsat-9,Landsat C2 L2 (Planetary Computer)
Navalagund,Dharwad,15.594488,75.298558,2022,0.6366,0.1025,0.6366,0.6366,1,landsat-9,Landsat C2 L2 (Planetary Computer)
