point_id_yr,year,avg_monthly_rainfall_mm,max_temp_c,min_temp_c,avg_humidity_pct,avg_root_zone_wetness,api_source
CHI_000_2019,2019,5.94,34.35,17.15,67.07,0.7,NASA POWER (Regional 0.5° Grid)
CHI_000_2020,2020,5.27,33.26,16.84,71.94,0.72,NASA POWER (Regional 0.5° Grid)
CHI_000_2021,2021,5.27,32.91,17.08,72.59,0.71,NASA POWER (Regional 0.5° Grid)
CHI_000_2022,2022,4.31,33.65,16.49,71.52,0.69,NASA POWER (Regional 0.5° Grid)
CHI_000_2023,2023,3.06,34.44,17.1,63.46,0.63,NASA POWER (Regional 0.5° Grid)
CHI_001_2019,2019,2.72,35.29,17.33,61.45,0.69,NASA POWER (Regional 0.5° Grid)
CHI_001_2020,2020,2.76,34.48,17.14,66.11,0.69,NASA POWER (Regional 0.5° Grid)
CHI_001_2021,2021,2.53,34.3,17.28,66.1,0.67,NASA POWER (Regional 0.5° Grid)
CHI_001_2022,2022,2.34,34.87,16.8,64.87,0.67,NASA POWER (Regional 0.5° Grid)
CHI_001_2023,2023,1.42,36.07,17.52,55.97,0.62,NASA POWER (Regional 0.5° Grid)
CHI_002_2019,2019,5.94,34.35,17.15,67.07,0.7,NASA POWER (Regional 0.5° Grid)
CHI_002_2020,2020,5.27,33.26,16.84,71.94,0.72,NASA POWER (Regional 0.5° Grid)
CHI_002_2021,2021,5.27,32.91,17.08,72.59,0.71,NASA POWER (Regional 0.5° Grid)
CHI_002_2022,2022,4.31,33.65,16.49,71.52,0.69,NASA POWER (Regional 0.5° Grid)
CHI_002_2023,2023,3.06,34.44,17.1,63.46,0.63,NASA POWER (Regional 0.5° Grid)
CHI_003_2019,2019,5.94,34.35,17.15,67.07,0.7,NASA POWER (Regional 0.5° Grid)
CHI_003_2020,2020,5.27,33.26,16.84,71.94,0.72,NASA POWER (Regional 0.5° Grid)
CHI_003_2021,2021,5.27,32.91,17.08,72.59,0.71,NASA POWER (Regional 0.5° Grid)
CHI_003_2022,2022,4.31,33.65,16.49,71.52,0.69,NASA POWER (Regional 0.5° Grid)
CHI_003_2023,2023,3.06,34.44,17.1,63.46,0.63,NASA POWER (Regional 0.5° Grid)
CHI_004_2019,2019,5.94,34.35,17.15,67.07,0.7,NASA POWER (Regional 0.5° Grid)
CHI_004_2020,2020,5.27,33.26,16.84,71.94,0.72,NASA POWER (Regional 0.5° Grid)
CHI_004_2021,2021,5.27,32.91,17.08,72.59,0.71,NASA POWER (Regional 0.5° Grid)
CHI_004_2022,2022,4.31,33.65,16.49,71.52,0.69,NASA POWER (Regional 0.5° Grid)
CHI_004_2023,2023,3.06,34.44,17.1,63.46,0.63,NASA POWER (Regional 0.5° Grid)
CHI_005_2019,2019,5.94,34.35,17.15,67.07,0.7,NASA POWER (Regional 0.5° Grid)
CHI_005_2020,2020,5.27,33.26,16.84,71.94,0.72,NASA POWER (Regional 0.5° Grid)
CHI_005_2021,2021,5.27,32.91,17.08,72.59,0.71,NASA POWER (Regional 0.5° Grid)
CHI_005_2022,2022,4.31,33.65,16.49,71.52,0.69,NASA POWER (Regional 0.5° Grid)
CHI_005_2023,2023,3.06,34.44,17.1,63.46,0.63,NASA POWER (Regional 0.5° Grid)
CHI_006_2019,2019,5.94,34.35,17.15,67.07,0.7,NASA POWER (Regional 0.5° Grid)
CHI_006_2020,2020,5.27,33.26,16.84,71.94,0.72,NASA POWER (Regional 0.5° Grid)
CHI_006_2021,2021,5.27,32.91,17.08,72.59,0.71,NASA POWER (Regional 0.5° Grid)
CHI_006_2022,2022,4.31,33.65,16.49,71.52,0.69,NASA POWER (Regional 0.5° Grid)
CHI_006_2023,2023,3.06,34.44,17.1,63.46,0.63,NASA POWER (Regional 0.5° Grid)
CHI_007_2019,2019,5.94,34.35,17.15,67.07,0.7,NASA POWER (Regional 0.5° Grid)
CHI_007_2020,2020,5.27,33.26,16.84,71.94,0.72,NASA POWER (Regional 0.5° Grid)
CHI_007_2021,2021,5.27,32.91,17.08,72.59,0.71,NASA POWER (Regional 0.5° Grid)
CHI_007_2022,2022,4.31,33.65,16.49,71.52,0.69,NASA POWER (Regional 0.5° Grid)
CHI_007_2023,2023,3.06,34.44,17.1,63.46,0.63,NASA POWER (Regional 0.5° Grid)
CHI_008_2019,2019,5.94,34.35,17.15,67.07,0.7,NASA POWER (Regional 0.5° Grid)
CHI_008_2020,2020,5.27,33.26,16.84,71.94,0.72,NASA POWER (Regional 0.5° Grid)
CHI_008_2021,2021,5.27,32.91,17.08,72.59,0.71,NASA POWER (Regional 0.5° Grid)
CHI_008_2022,2022,4.31,33.65,16.49,71.52,0.69,NASA POWER (Regional 0.5° Grid)
CHI_008_2023,2023,3.06,34.44,17.1,63.46,0.63,NASA POWER (Regional 0.5° Grid)
CHI_009_2019,2019,5.94,34.35,17.15,67.07,0.7,NASA POWER (Regional 0.5° Grid)
CHI_009_2020,2020,5.27,33.26,16.84,71.94,0.72,NASA POWER (Regional 0.5° Grid)
CHI_009_2021,2021,5.27,32.91,17.08,72.59,0.71,NASA POWER (Regional 0.5° Grid)
CHI_009_2022,2022,4.31,33.65,16.49,71.52,0.69,NASA POWER (Regional 0.5° Grid)
CHI_009_2023,2023,3.06,34.44,17.1,63.46,0.63,NASA POWER (Regional 0.5° Grid)
ATH_000_2019,2019,2.3,35.5,17.03,59.22,0.69,NASA POWER (Regional 0.5° Grid)
ATH_000_2020,2020,2.58,34.51,16.81,64.96,0.7,NASA POWER (Regional 0.5° Grid)
ATH_000_2021,2021,2.28,34.35,17.02,65.38,0.67,NASA POWER (Regional 0.5° Grid)
ATH_000_2022,2022,2.15,34.82,16.53,63.61,0.68,NASA POWER (Regional 0.5° Grid)
ATH_000_2023,2023,1.37,35.72,17.04,56.12,0.63,NASA POWER (Regional 0.5° Grid)
ATH_001_2019,2019,2.72,35.29,17.33,61.45,0.69,NASA POWER (Regional 0.5° Grid)
ATH_001_2020,2020,2.76,34.48,17.14,66.11,0.69,NASA POWER (Regional 0.5° Grid)
ATH_001_2021,2021,2.53,34.3,17.28,66.1,0.67,NASA POWER (Regional 0.5° Grid)
ATH_001_2022,2022,2.34,34.87,16.8,64.87,0.67,NASA POWER (Regional 0.5° Grid)
ATH_001_2023,2023,1.42,36.07,17.52,55.97,0.62,NASA POWER (Regional 0.5° Grid)
ATH_002_2019,2019,2.72,35.29,17.33,61.45,0.69,NASA POWER (Regional 0.5° Grid)
ATH_002_2020,2020,2.76,34.48,17.14,66.11,0.69,NASA POWER (Regional 0.5° Grid)
ATH_002_2021,2021,2.53,34.3,17.28,66.1,0.67,NASA POWER (Regional 0.5° Grid)
ATH_002_2022,2022,2.34,34.87,16.8,64.87,0.67,NASA POWER (Regional 0.5° Grid)
ATH_002_2023,2023,1.42,36.07,17.52,55.97,0.62,NASA POWER (Regional 0.5° Grid)
ATH_003_2019,2019,2.3,35.5,17.03,59.22,0.69,NASA POWER (Regional 0.5° Grid)
ATH_003_2020,2020,2.58,34.51,16.81,64.96,0.7,NASA POWER (Regional 0.5° Grid)
ATH_003_2021,2021,2.28,34.35,17.02,65.38,0.67,NASA POWER (Regional 0.5° Grid)
ATH_003_2022,2022,2.15,34.82,16.53,63.61,0.68,NASA POWER (Regional 0.5° Grid)
ATH_003_2023,2023,1.37,35.72,17.04,56.12,0.63,NASA POWER (Regional 0.5° Grid)
ATH_004_2019,2019,2.72,35.29,17.33,61.45,0.69,NASA POWER (Regional 0.5° Grid)
ATH_004_2020,2020,2.76,34.48,17.14,66.11,0.69,NASA POWER (Regional 0.5° Grid)
ATH_004_2021,2021,2.53,34.3,17.28,66.1,0.67,NASA POWER (Regional 0.5° Grid)
ATH_004_2022,2022,2.34,34.87,16.8,64.87,0.67,NASA POWER (Regional 0.5° Grid)
ATH_004_2023,2023,1.42,36.07,17.52,55.97,0.62,NASA POWER (Regional 0.5° Grid)
ATH_005_2019,2019,1.8,36.69,17.84,55.58,0.66,NASA POWER (Regional 0.5° Grid)
ATH_005_2020,2020,2.53,35.43,17.47,62.22,0.7,NASA POWER (Regional 0.5° Grid)
ATH_005_2021,2021,2.07,35.26,17.44,62.96,0.67,NASA POWER (Regional 0.5° Grid)
ATH_005_2022,2022,2.01,35.54,16.81,61.16,0.68,NASA POWER (Regional 0.5° Grid)
ATH_005_2023,2023,1.33,36.52,17.6,53.82,0.63,NASA POWER (Regional 0.5° Grid)
ATH_006_2019,2019,2.72,35.29,17.33,61.45,0.69,NASA POWER (Regional 0.5° Grid)
ATH_006_2020,2020,2.76,34.48,17.14,66.11,0.69,NASA POWER (Regional 0.5° Grid)
ATH_006_2021,2021,2.53,34.3,17.28,66.1,0.67,NASA POWER (Regional 0.5° Grid)
ATH_006_2022,2022,2.34,34.87,16.8,64.87,0.67,NASA POWER (Regional 0.5° Grid)
ATH_006_2023,2023,1.42,36.07,17.52,55.97,0.62,NASA POWER (Regional 0.5° Grid)
ATH_007_2019,2019,2.3,35.5,17.03,59.22,0.69,NASA POWER (Regional 0.5° Grid)
ATH_007_2020,2020,2.58,34.51,16.81,64.96,0.7,NASA POWER (Regional 0.5° Grid)
ATH_007_2021,2021,2.28,34.35,17.02,65.38,0.67,NASA POWER (Regional 0.5° Grid)
ATH_007_2022,2022,2.15,34.82,16.53,63.61,0.68,NASA POWER (Regional 0.5° Grid)
ATH_007_2023,2023,1.37,35.72,17.04,56.12,0.63,NASA POWER (Regional 0.5° Grid)
ATH_008_2019,2019,2.3,35.5,17.03,59.22,0.69,NASA POWER (Regional 0.5° Grid)
ATH_008_2020,2020,2.58,34.51,16.81,64.96,0.7,NASA POWER (Regional 0.5° Grid)
ATH_008_2021,2021,2.28,34.35,17.02,65.38,0.67,NASA POWER (Regional 0.5° Grid)
ATH_008_2022,2022,2.15,34.82,16.53,63.61,0.68,NASA POWER (Regional 0.5° Grid)
ATH_008_2023,2023,1.37,35.72,17.04,56.12,0.63,NASA POWER (Regional 0.5° Grid)
ATH_009_2019,2019,2.3,35.5,17.03,59.22,0.69,NASA POWER (Regional 0.5° Grid)
ATH_009_2020,2020,2.58,34.51,16.81,64.96,0.7,NASA POWER (Regional 0.5° Grid)
ATH_009_2021,2021,2.28,34.35,17.02,65.38,0.67,NASA POWER (Regional 0.5° Grid)
ATH_009_2022,2022,2.15,34.82,16.53,63.61,0.68,NASA POWER (Regional 0.5° Grid)
ATH_009_2023,2023,1.37,35.72,17.04,56.12,0.63,NASA POWER (Regional 0.5° Grid)
RAI_000_2019,2019,2.72,35.29,17.33,61.45,0.69,NASA POWER (Regional 0.5° Grid)
RAI_000_2020,2020,2.76,34.48,17.14,66.11,0.69,NASA POWER (Regional 0.5° Grid)
RAI_000_2021,2021,2.53,34.3,17.28,66.1,0.67,NASA POWER (Regional 0.5° Grid)
RAI_000_2022,2022,2.34,34.87,16.8,64.87,0.67,NASA POWER (Regional 0.5° Grid)
RAI_000_2023,2023,1.42,36.07,17.52,55.97,0.62,NASA POWER (Regional 0.5° Grid)
RAI_001_2019,2019,2.72,35.29,17.33,61.45,0.69,NASA POWER (Regional 0.5° Grid)
RAI_001_2020,2020,2.76,34.48,17.14,66.11,0.69,NASA POWER (Regional 0.5° Grid)
RAI_001_2021,2021,2.53,34.3,17.28,66.1,0.67,NASA POWER (Regional 0.5° Grid)
RAI_001_2022,2022,2.34,34.87,16.8,64.87,0.67,NASA POWER (Regional 0.5° Grid)
RAI_001_2023,2023,1.42,36.07,17.52,55.97,0.62,NASA POWER (Regional 0.5° Grid)
RAI_002_2019,2019,2.72,35.29,17.33,61.45,0.69,NASA POWER (Regional 0.5° Grid)
RAI_002_2020,2020,2.76,34.48,17.14,66.11,0.69,NASA POWER (Regional 0.5° Grid)
RAI_002_2021,2021,2.53,34.3,17.28,66.1,0.67,NASA POWER (Regional 0.5° Grid)
RAI_002_2022,2022,2.34,34.87,16.8,64.87,0.67,NASA POWER (Regional 0.5° Grid)
RAI_002_2023,2023,1.42,36.07,17.52,55.97,0.62,NASA POWER (Regional 0.5° Grid)
RAI_003_2019,2019,2.72,35.29,17.33,61.45,0.69,NASA POWER (Regional 0.5° Grid)
RAI_003_2020,2020,2.76,34.48,17.14,66.11,0.69,NASA POWER (Regional 0.5° Grid)
RAI_003_2021,2021,2.53,34.3,17.28,66.1,0.67,NASA POWER (Regional 0.5° Grid)
RAI_003_2022,2022,2.34,34.87,16.8,64.87,0.67,NASA POWER (Regional 0.5° Grid)
RAI_003_2023,2023,1.42,36.07,17.52,55.97,0.62,NASA POWER (Regional 0.5° Grid)
RAI_004_2019,2019,2.72,35.29,17.33,61.45,0.69,NASA POWER (Regional 0.5° Grid)
RAI_004_2020,2020,2.76,34.48,17.14,66.11,0.69,NASA POWER (Regional 0.5° Grid)
RAI_004_2021,2021,2.53,34.3,17.28,66.1,0.67,NASA POWER (Regional 0.5° Grid)
RAI_004_2022,2022,2.34,34.87,16.8,64.87,0.67,NASA POWER (Regional 0.5° Grid)
RAI_004_2023,2023,1.42,36.07,17.52,55.97,0.62,NASA POWER (Regional 0.5° Grid)
RAI_005_2019,2019,2.72,35.29,17.33,61.45,0.69,NASA POWER (Regional 0.5° Grid)
RAI_005_2020,2020,2.76,34.48,17.14,66.11,0.69,NASA POWER (Regional 0.5° Grid)
RAI_005_2021,2021,2.53,34.3,17.28,66.1,0.67,NASA POWER (Regional 0.5° Grid)
RAI_005_2022,2022,2.34,34.87,16.8,64.87,0.67,NASA POWER (Regional 0.5° Grid)
RAI_005_2023,2023,1.42,36.07,17.52,55.97,0.62,NASA POWER (Regional 0.5° Grid)
RAI_006_2019,2019,2.72,35.29,17.33,61.45,0.69,NASA POWER (Regional 0.5° Grid)
RAI_006_2020,2020,2.76,34.48,17.14,66.11,0.69,NASA POWER (Regional 0.5° Grid)
RAI_006_2021,2021,2.53,34.3,17.28,66.1,0.67,NASA POWER (Regional 0.5° Grid)
RAI_006_2022,2022,2.34,34.87,16.8,64.87,0.67,NASA POWER (Regional 0.5° Grid)
RAI_006_2023,2023,1.42,36.07,17.52,55.97,0.62,NASA POWER (Regional 0.5° Grid)
RAI_007_2019,2019,2.72,35.29,17.33,61.45,0.69,NASA POWER (Regional 0.5° Grid)
RAI_007_2020,2020,2.76,34.48,17.14,66.11,0.69,NASA POWER (Regional 0.5° Grid)
RAI_007_2021,2021,2.53,34.3,17.28,66.1,0.67,NASA POWER (Regional 0.5° Grid)
RAI_007_2022,2022,2.34,34.87,16.8,64.87,0.67,NASA POWER (Regional 0.5° Grid)
RAI_007_2023,2023,1.42,36.07,17.52,55.97,0.62,NASA POWER (Regional 0.5° Grid)
RAI_008_2019,2019,5.94,34.35,17.15,67.07,0.7,NASA POWER (Regional 0.5° Grid)
RAI_008_2020,2020,5.27,33.26,16.84,71.94,0.72,NASA POWER (Regional 0.5° Grid)
RAI_008_2021,2021,5.27,32.91,17.08,72.59,0.71,NASA POWER (Regional 0.5° Grid)
RAI_008_2022,2022,4.31,33.65,16.49,71.52,0.69,NASA POWER (Regional 0.5° Grid)
RAI_008_2023,2023,3.06,34.44,17.1,63.46,0.63,NASA POWER (Regional 0.5° Grid)
RAI_009_2019,2019,2.72,35.29,17.33,61.45,0.69,NASA POWER (Regional 0.5° Grid)
RAI_009_2020,2020,2.76,34.48,17.14,66.11,0.69,NASA POWER (Regional 0.5° Grid)
RAI_009_2021,2021,2.53,34.3,17.28,66.1,0.67,NASA POWER (Regional 0.5° Grid)
RAI_009_2022,2022,2.34,34.87,16.8,64.87,0.67,NASA POWER (Regional 0.5° Grid)
RAI_009_2023,2023,1.42,36.07,17.52,55.97,0.62,NASA POWER (Regional 0.5° Grid)
GOK_000_2019,2019,3.48,34.5,17.24,64.29,0.7,NASA POWER (Regional 0.5° Grid)
GOK_000_2020,2020,3.39,33.55,16.97,69.29,0.71,NASA POWER (Regional 0.5° Grid)
GOK_000_2021,2021,3.01,33.39,17.04,69.03,0.68,NASA POWER (Regional 0.5° Grid)
GOK_000_2022,2022,2.73,34.03,16.51,68.0,0.68,NASA POWER (Regional 0.5° Grid)
GOK_000_2023,2023,1.74,35.23,17.32,58.63,0.62,NASA POWER (Regional 0.5° Grid)
GOK_001_2019,2019,3.48,34.5,17.24,64.29,0.7,NASA POWER (Regional 0.5° Grid)
GOK_001_2020,2020,3.39,33.55,16.97,69.29,0.71,NASA POWER (Regional 0.5° Grid)
GOK_001_2021,2021,3.01,33.39,17.04,69.03,0.68,NASA POWER (Regional 0.5° Grid)
GOK_001_2022,2022,2.73,34.03,16.51,68.0,0.68,NASA POWER (Regional 0.5° Grid)
GOK_001_2023,2023,1.74,35.23,17.32,58.63,0.62,NASA POWER (Regional 0.5° Grid)
GOK_002_2019,2019,3.48,34.5,17.24,64.29,0.7,NASA POWER (Regional 0.5° Grid)
GOK_002_2020,2020,3.39,33.55,16.97,69.29,0.71,NASA POWER (Regional 0.5° Grid)
GOK_002_2021,2021,3.01,33.39,17.04,69.03,0.68,NASA POWER (Regional 0.5° Grid)
GOK_002_2022,2022,2.73,34.03,16.51,68.0,0.68,NASA POWER (Regional 0.5° Grid)
GOK_002_2023,2023,1.74,35.23,17.32,58.63,0.62,NASA POWER (Regional 0.5° Grid)
GOK_003_2019,2019,3.48,34.5,17.24,64.29,0.7,NASA POWER (Regional 0.5° Grid)
GOK_003_2020,2020,3.39,33.55,16.97,69.29,0.71,NASA POWER (Regional 0.5° Grid)
GOK_003_2021,2021,3.01,33.39,17.04,69.03,0.68,NASA POWER (Regional 0.5° Grid)
GOK_003_2022,2022,2.73,34.03,16.51,68.0,0.68,NASA POWER (Regional 0.5° Grid)
GOK_003_2023,2023,1.74,35.23,17.32,58.63,0.62,NASA POWER (Regional 0.5° Grid)
GOK_004_2019,2019,3.48,34.5,17.24,64.29,0.7,NASA POWER (Regional 0.5° Grid)
GOK_004_2020,2020,3.39,33.55,16.97,69.29,0.71,NASA POWER (Regional 0.5° Grid)
GOK_004_2021,2021,3.01,33.39,17.04,69.03,0.68,NASA POWER (Regional 0.5° Grid)
GOK_004_2022,2022,2.73,34.03,16.51,68.0,0.68,NASA POWER (Regional 0.5° Grid)
GOK_004_2023,2023,1.74,35.23,17.32,58.63,0.62,NASA POWER (Regional 0.5° Grid)
GOK_005_2019,2019,2.72,35.29,17.33,61.45,0.69,NASA POWER (Regional 0.5° Grid)
GOK_005_2020,2020,2.76,34.48,17.14,66.11,0.69,NASA POWER (Regional 0.5° Grid)
GOK_005_2021,2021,2.53,34.3,17.28,66.1,0.67,NASA POWER (Regional 0.5° Grid)
GOK_005_2022,2022,2.34,34.87,16.8,64.87,0.67,NASA POWER (Regional 0.5° Grid)
GOK_005_2023,2023,1.42,36.07,17.52,55.97,0.62,NASA POWER (Regional 0.5° Grid)
GOK_006_2019,2019,3.48,34.5,17.24,64.29,0.7,NASA POWER (Regional 0.5° Grid)
GOK_006_2020,2020,3.39,33.55,16.97,69.29,0.71,NASA POWER (Regional 0.5° Grid)
GOK_006_2021,2021,3.01,33.39,17.04,69.03,0.68,NASA POWER (Regional 0.5° Grid)
GOK_006_2022,2022,2.73,34.03,16.51,68.0,0.68,NASA POWER (Regional 0.5° Grid)
GOK_006_2023,2023,1.74,35.23,17.32,58.63,0.62,NASA POWER (Regional 0.5° Grid)
GOK_007_2019,2019,3.48,34.5,17.24,64.29,0.7,NASA POWER (Regional 0.5° Grid)
GOK_007_2020,2020,3.39,33.55,16.97,69.29,0.71,NASA POWER (Regional 0.5° Grid)
GOK_007_2021,2021,3.01,33.39,17.04,69.03,0.68,NASA POWER (Regional 0.5° Grid)
GOK_007_2022,2022,2.73,34.03,16.51,68.0,0.68,NASA POWER (Regional 0.5° Grid)
GOK_007_2023,2023,1.74,35.23,17.32,58.63,0.62,NASA POWER (Regional 0.5° Grid)
GOK_008_2019,2019,7.1,33.78,17.08,69.53,0.71,NASA POWER (Regional 0.5° Grid)
GOK_008_2020,2020,6.38,32.8,16.75,74.08,0.73,NASA POWER (Regional 0.5° Grid)
GOK_008_2021,2021,5.94,32.38,17.04,74.94,0.73,NASA POWER (Regional 0.5° Grid)
GOK_008_2022,2022,4.77,33.36,16.36,73.89,0.7,NASA POWER (Regional 0.5° Grid)
GOK_008_2023,2023,3.81,33.91,16.96,65.66,0.65,NASA POWER (Regional 0.5° Grid)
GOK_009_2019,2019,3.48,34.5,17.24,64.29,0.7,NASA POWER (Regional 0.5° Grid)
GOK_009_2020,2020,3.39,33.55,16.97,69.29,0.71,NASA POWER (Regional 0.5° Grid)
GOK_009_2021,2021,3.01,33.39,17.04,69.03,0.68,NASA POWER (Regional 0.5° Grid)
GOK_009_2022,2022,2.73,34.03,16.51,68.0,0.68,NASA POWER (Regional 0.5° Grid)
GOK_009_2023,2023,1.74,35.23,17.32,58.63,0.62,NASA POWER (Regional 0.5° Grid)
HUK_000_2019,2019,7.1,33.78,17.08,69.53,0.71,NASA POWER (Regional 0.5° Grid)
HUK_000_2020,2020,6.38,32.8,16.75,74.08,0.73,NASA POWER (Regional 0.5° Grid)
HUK_000_2021,2021,5.94,32.38,17.04,74.94,0.73,NASA POWER (Regional 0.5° Grid)
HUK_000_2022,2022,4.77,33.36,16.36,73.89,0.7,NASA POWER (Regional 0.5° Grid)
HUK_000_2023,2023,3.81,33.91,16.96,65.66,0.65,NASA POWER (Regional 0.5° Grid)
HUK_001_2019,2019,5.94,34.35,17.15,67.07,0.7,NASA POWER (Regional 0.5° Grid)
HUK_001_2020,2020,5.27,33.26,16.84,71.94,0.72,NASA POWER (Regional 0.5° Grid)
HUK_001_2021,2021,5.27,32.91,17.08,72.59,0.71,NASA POWER (Regional 0.5° Grid)
HUK_001_2022,2022,4.31,33.65,16.49,71.52,0.69,NASA POWER (Regional 0.5° Grid)
HUK_001_2023,2023,3.06,34.44,17.1,63.46,0.63,NASA POWER (Regional 0.5° Grid)
HUK_002_2019,2019,7.1,33.78,17.08,69.53,0.71,NASA POWER (Regional 0.5° Grid)
HUK_002_2020,2020,6.38,32.8,16.75,74.08,0.73,NASA POWER (Regional 0.5° Grid)
HUK_002_2021,2021,5.94,32.38,17.04,74.94,0.73,NASA POWER (Regional 0.5° Grid)
HUK_002_2022,2022,4.77,33.36,16.36,73.89,0.7,NASA POWER (Regional 0.5° Grid)
HUK_002_2023,2023,3.81,33.91,16.96,65.66,0.65,NASA POWER (Regional 0.5° Grid)
HUK_003_2019,2019,7.1,33.78,17.08,69.53,0.71,NASA POWER (Regional 0.5° Grid)
HUK_003_2020,2020,6.38,32.8,16.75,74.08,0.73,NASA POWER (Regional 0.5° Grid)
HUK_003_2021,2021,5.94,32.38,17.04,74.94,0.73,NASA POWER (Regional 0.5° Grid)
HUK_003_2022,2022,4.77,33.36,16.36,73.89,0.7,NASA POWER (Regional 0.5° Grid)
HUK_003_2023,2023,3.81,33.91,16.96,65.66,0.65,NASA POWER (Regional 0.5° Grid)
HUK_004_2019,2019,7.1,33.78,17.08,69.53,0.71,NASA POWER (Regional 0.5° Grid)
HUK_004_2020,2020,6.38,32.8,16.75,74.08,0.73,NASA POWER (Regional 0.5° Grid)
HUK_004_2021,2021,5.94,32.38,17.04,74.94,0.73,NASA POWER (Regional 0.5° Grid)
HUK_004_2022,2022,4.77,33.36,16.36,73.89,0.7,NASA POWER (Regional 0.5° Grid)
HUK_004_2023,2023,3.81,33.91,16.96,65.66,0.65,NASA POWER (Regional 0.5° Grid)
HUK_005_2019,2019,7.1,33.78,17.08,69.53,0.71,NASA POWER (Regional 0.5° Grid)
HUK_005_2020,2020,6.38,32.8,16.75,74.08,0.73,NASA POWER (Regional 0.5° Grid)
HUK_005_2021,2021,5.94,32.38,17.04,74.94,0.73,NASA POWER (Regional 0.5° Grid)
HUK_005_2022,2022,4.77,33.36,16.36,73.89,0.7,NASA POWER (Regional 0.5° Grid)
HUK_005_2023,2023,3.81,33.91,16.96,65.66,0.65,NASA POWER (Regional 0.5° Grid)
HUK_006_2019,2019,7.1,33.78,17.08,69.53,0.71,NASA POWER (Regional 0.5° Grid)
HUK_006_2020,2020,6.38,32.8,16.75,74.08,0.73,NASA POWER (Regional 0.5° Grid)
HUK_006_2021,2021,5.94,32.38,17.04,74.94,0.73,NASA POWER (Regional 0.5° Grid)
HUK_006_2022,2022,4.77,33.36,16.36,73.89,0.7,NASA POWER (Regional 0.5° Grid)
HUK_006_2023,2023,3.81,33.91,16.96,65.66,0.65,NASA POWER (Regional 0.5° Grid)
HUK_007_2019,2019,5.94,34.35,17.15,67.07,0.7,NASA POWER (Regional 0.5° Grid)
HUK_007_2020,2020,5.27,33.26,16.84,71.94,0.72,NASA POWER (Regional 0.5° Grid)
HUK_007_2021,2021,5.27,32.91,17.08,72.59,0.71,NASA POWER (Regional 0.5° Grid)
HUK_007_2022,2022,4.31,33.65,16.49,71.52,0.69,NASA POWER (Regional 0.5° Grid)
HUK_007_2023,2023,3.06,34.44,17.1,63.46,0.63,NASA POWER (Regional 0.5° Grid)
HUK_008_2019,2019,2.72,35.29,17.33,61.45,0.69,NASA POWER (Regional 0.5° Grid)
HUK_008_2020,2020,2.76,34.48,17.14,66.11,0.69,NASA POWER (Regional 0.5° Grid)
HUK_008_2021,2021,2.53,34.3,17.28,66.1,0.67,NASA POWER (Regional 0.5° Grid)
HUK_008_2022,2022,2.34,34.87,16.8,64.87,0.67,NASA POWER (Regional 0.5° Grid)
HUK_008_2023,2023,1.42,36.07,17.52,55.97,0.62,NASA POWER (Regional 0.5° Grid)
HUK_009_2019,2019,5.94,34.35,17.15,67.07,0.7,NASA POWER (Regional 0.5° Grid)
HUK_009_2020,2020,5.27,33.26,16.84,71.94,0.72,NASA POWER (Regional 0.5° Grid)
HUK_009_2021,2021,5.27,32.91,17.08,72.59,0.71,NASA POWER (Regional 0.5° Grid)
HUK_009_2022,2022,4.31,33.65,16.49,71.52,0.69,NASA POWER (Regional 0.5° Grid)
HUK_009_2023,2023,3.06,34.44,17.1,63.46,0.63,NASA POWER (Regional 0.5° Grid)
BEL_000_2019,2019,7.1,33.78,17.08,69.53,0.71,NASA POWER (Regional 0.5° Grid)
BEL_000_2020,2020,6.38,32.8,16.75,74.08,0.73,NASA POWER (Regional 0.5° Grid)
BEL_000_2021,2021,5.94,32.38,17.04,74.94,0.73,NASA POWER (Regional 0.5° Grid)
BEL_000_2022,2022,4.77,33.36,16.36,73.89,0.7,NASA POWER (Regional 0.5° Grid)
BEL_000_2023,2023,3.81,33.91,16.96,65.66,0.65,NASA POWER (Regional 0.5° Grid)
BEL_001_2019,2019,7.1,33.78,17.08,69.53,0.71,NASA POWER (Regional 0.5° Grid)
BEL_001_2020,2020,6.38,32.8,16.75,74.08,0.73,NASA POWER (Regional 0.5° Grid)
BEL_001_2021,2021,5.94,32.38,17.04,74.94,0.73,NASA POWER (Regional 0.5° Grid)
BEL_001_2022,2022,4.77,33.36,16.36,73.89,0.7,NASA POWER (Regional 0.5° Grid)
BEL_001_2023,2023,3.81,33.91,16.96,65.66,0.65,NASA POWER (Regional 0.5° Grid)
BEL_002_2019,2019,7.1,33.78,17.08,69.53,0.71,NASA POWER (Regional 0.5° Grid)
BEL_002_2020,2020,6.38,32.8,16.75,74.08,0.73,NASA POWER (Regional 0.5° Grid)
BEL_002_2021,2021,5.94,32.38,17.04,74.94,0.73,NASA POWER (Regional 0.5° Grid)
BEL_002_2022,2022,4.77,33.36,16.36,73.89,0.7,NASA POWER (Regional 0.5° Grid)
BEL_002_2023,2023,3.81,33.91,16.96,65.66,0.65,NASA POWER (Regional 0.5° Grid)
BEL_003_2019,2019,7.1,33.78,17.08,69.53,0.71,NASA POWER (Regional 0.5° Grid)
BEL_003_2020,2020,6.38,32.8,16.75,74.08,0.73,NASA POWER (Regional 0.5° Grid)
BEL_003_2021,2021,5.94,32.38,17.04,74.94,0.73,NASA POWER (Regional 0.5° Grid)
