point_id,taluk,latitude,longitude,clay_pct,sand_pct,silt_pct,pH,nitrogen_g_per_kg,organic_carbon_dg_per_kg,bulk_density_cg_per_cm3,api_source
BAI_006,Bainduru,13.857135475165107,74.74026172600392,26.0,43.6,30.5,5.7,4.56,488.0,118.0,ISRIC SoilGrids v2.0
BAI_007,Bainduru,13.799566007530133,74.83385548244951,29.3,44.6,26.1,6.2,2.26,250.0,130.0,ISRIC SoilGrids v2.0
BAI_008,Bainduru,13.774534137653182,74.93134502138948,26.3,45.3,28.4,5.7,3.75,330.0,125.0,ISRIC SoilGrids v2.0
BAI_009,Bainduru,13.895719681031286,74.70547480334865,27.9,42.6,29.5,5.6,4.98,609.0,108.0,ISRIC SoilGrids v2.0
BRA_000,Brahmavara,13.55385068104025,74.88936215550865,33.2,46.8,20.0,5.8,3.0,442.0,118.0,ISRIC SoilGrids v2.0
BRA_001,Brahmavara,13.428636536496036,74.78725217494942,33.0,41.5,25.5,5.8,2.74,393.0,124.0,ISRIC SoilGrids v2.0
BRA_002,Brahmavara,13.512852077632504,74.85626860965448,34.1,46.1,19.8,5.7,2.55,408.0,123.0,ISRIC SoilGrids v2.0
BRA_003,Brahmavara,13.458024211282305,74.8992259984905,33.3,47.4,19.3,5.7,2.95,400.0,125.0,ISRIC SoilGrids v2.0
BRA_004,Brahmavara,13.520310280439901,74.7707774579168,33.8,41.8,24.4,5.9,2.77,399.0,124.0,ISRIC SoilGrids v2.0
BRA_005,Brahmavara,13.49165546013371,74.78901624397477,34.2,41.0,24.8,5.9,2.83,361.0,124.0,ISRIC SoilGrids v2.0
BRA_006,Brahmavara,13.5176337488644,74.80274053807237,34.4,41.8,23.8,5.9,2.54,403.0,124.0,ISRIC SoilGrids v2.0
BRA_007,Brahmavara,13.465726713558572,74.76367713192123,31.8,41.0,27.2,6.1,2.84,377.0,125.0,ISRIC SoilGrids v2.0
BRA_008,Brahmavara,13.44258468665863,74.72805294675432,35.2,41.0,23.8,6.0,2.61,400.0,123.0,ISRIC SoilGrids v2.0
BRA_009,Brahmavara,13.384995483801811,74.79069817965028,34.0,46.7,19.3,5.7,2.79,366.0,124.0,ISRIC SoilGrids v2.0
KAP_000,Kapu,13.271028890116012,74.80500360052464,32.3,39.1,28.7,6.0,2.84,478.0,119.0,ISRIC SoilGrids v2.0
KAP_001,Kapu,13.206305133277603,74.74482104963745,34.5,38.5,27.0,6.1,3.16,545.0,116.0,ISRIC SoilGrids v2.0
KAP_002,Kapu,13.165990868378005,74.81635945753011,32.6,44.8,22.7,5.9,2.63,368.0,120.0,ISRIC SoilGrids v2.0
KAP_003,Kapu,13.164047557658701,74.8214297101519,33.0,43.1,23.9,6.0,2.57,404.0,121.0,ISRIC SoilGrids v2.0
KAP_004,Kapu,13.22065659572982,74.82012200185963,32.0,43.8,24.3,6.0,2.78,388.0,121.0,ISRIC SoilGrids v2.0
KAP_005,Kapu,13.276808522296882,74.79365752101798,31.9,41.2,26.9,5.9,2.81,376.0,125.0,ISRIC SoilGrids v2.0
KAP_006,Kapu,13.202750197957666,74.82368385405556,32.1,44.1,23.8,5.9,2.88,404.0,118.0,ISRIC SoilGrids v2.0
KAP_007,Kapu,13.266516369574074,74.83491571705582,30.7,47.0,22.3,5.7,2.56,457.0,118.0,ISRIC SoilGrids v2.0
KAP_008,Kapu,13.178589249627988,74.78737418145886,33.2,42.0,24.8,6.0,2.86,469.0,119.0,ISRIC SoilGrids v2.0
KAP_009,Kapu,13.17982067323318,74.84400171024541,34.0,43.3,22.8,5.9,2.65,394.0,120.0,ISRIC SoilGrids v2.0
HEB_000,Hebri,13.555776687450638,75.00315777186064,26.8,47.2,26.0,5.6,3.41,322.0,118.0,ISRIC SoilGrids v2.0
HEB_001,Hebri,13.33365119713016,75.03998598952077,34.4,44.7,20.9,5.7,2.75,272.0,128.0,ISRIC SoilGrids v2.0
HEB_002,Hebri,13.445584750492179,74.97006074129438,33.3,46.3,20.4,5.7,2.52,449.0,124.0,ISRIC SoilGrids v2.0
HEB_003,Hebri,13.401193141760235,75.1186534074691,30.9,41.7,27.4,5.5,5.72,668.0,108.0,ISRIC SoilGrids v2.0
HEB_004,Hebri,13.52941182022125,74.9718907055835,32.7,43.6,23.7,5.7,2.1,262.0,132.0,ISRIC SoilGrids v2.0
HEB_005,Hebri,13.38030081237082,75.01743103252744,33.7,45.3,21.0,5.7,2.59,242.0,124.0,ISRIC SoilGrids v2.0
HEB_006,Hebri,13.411480857051414,75.14016117375931,31.9,39.9,28.2,5.5,4.37,534.0,106.0,ISRIC SoilGrids v2.0
HEB_007,Hebri,13.449854779654462,75.15279320778004,30.9,41.5,27.6,5.6,4.38,515.0,108.0,ISRIC SoilGrids v2.0
HEB_008,Hebri,13.510420535961195,75.01447716463845,30.3,44.4,25.3,5.5,2.48,330.0,119.0,ISRIC SoilGrids v2.0
HEB_009,Hebri,13.513330993993105,74.91917002634263,35.5,42.3,22.3,5.8,2.76,412.0,123.0,ISRIC SoilGrids v2.0
SRI_000,Sringeri,13.292210271664663,75.14530985961125,30.3,41.1,28.6,5.5,4.38,473.0,110.0,ISRIC SoilGrids v2.0
SRI_001,Sringeri,13.404761659360632,75.19227490265361,28.3,44.1,27.7,5.6,3.66,436.0,120.0,ISRIC SoilGrids v2.0
SRI_002,Sringeri,13.481489564036957,75.26659442328803,28.7,44.3,27.1,5.5,2.75,306.0,121.0,ISRIC SoilGrids v2.0
SRI_003,Sringeri,13.385979484580398,75.18346257344152,29.7,42.1,28.2,5.5,4.48,524.0,109.0,ISRIC SoilGrids v2.0
SRI_004,Sringeri,13.3469134092014,75.19461506925374,32.8,38.7,28.5,5.4,4.56,476.0,109.0,ISRIC SoilGrids v2.0
SRI_005,Sringeri,13.407210516607444,75.15895034618883,32.0,38.7,29.3,5.5,4.76,583.0,105.0,ISRIC SoilGrids v2.0
SRI_006,Sringeri,13.363896729652746,75.20269346149672,29.4,42.7,27.9,5.6,3.91,419.0,115.0,ISRIC SoilGrids v2.0
SRI_007,Sringeri,13.317493734945769,75.14549309182941,29.6,41.3,29.1,5.5,4.75,498.0,108.0,ISRIC SoilGrids v2.0
SRI_008,Sringeri,13.379283367287103,75.18516109097372,29.8,41.3,28.9,5.5,4.45,560.0,106.0,ISRIC SoilGrids v2.0
SRI_009,Sringeri,13.32749127947929,75.13949085830863,28.9,42.4,28.7,5.5,3.83,434.0,117.0,ISRIC SoilGrids v2.0
KOP_000,Koppa,13.482076855353505,75.29084345961114,28.5,44.2,27.3,5.4,2.89,324.0,118.0,ISRIC SoilGrids v2.0
KOP_001,Koppa,13.5241056556619,75.32108135068191,30.9,42.7,26.4,5.5,2.62,258.0,124.0,ISRIC SoilGrids v2.0
KOP_002,Koppa,13.628273812367647,75.39550752068595,29.6,40.4,30.1,5.6,3.13,329.0,120.0,ISRIC SoilGrids v2.0
KOP_003,Koppa,13.425188371273146,75.3429926453267,30.1,41.9,27.9,5.5,2.82,355.0,115.0,ISRIC SoilGrids v2.0
KOP_004,Koppa,13.363762983385248,75.36136732899335,32.8,41.7,25.5,5.4,4.34,487.0,110.0,ISRIC SoilGrids v2.0
KOP_005,Koppa,13.524815423470006,75.34574234157054,29.2,41.8,29.1,5.5,2.91,307.0,118.0,ISRIC SoilGrids v2.0
KOP_006,Koppa,13.413249459957264,75.36349492827466,33.6,41.0,25.4,5.4,2.87,271.0,122.0,ISRIC SoilGrids v2.0
KOP_007,Koppa,13.344204791811574,75.40575408839624,35.9,40.1,24.0,5.5,4.11,531.0,111.0,ISRIC SoilGrids v2.0
KOP_008,Koppa,13.554707750689127,75.31631526130406,30.8,42.2,27.0,5.6,2.72,302.0,121.0,ISRIC SoilGrids v2.0
KOP_009,Koppa,13.55892066035699,75.33007644163168,28.6,41.0,30.3,5.6,2.95,304.0,119.0,ISRIC SoilGrids v2.0
NAR_000,Narasimharajapura,13.513978679543824,75.46229334643184,30.8,41.2,28.0,5.5,3.05,340.0,117.0,ISRIC SoilGrids v2.0
NAR_001,Narasimharajapura,13.698375304704923,75.58898412978868,,,,,,,,ISRIC SoilGrids v2.0
NAR_002,Narasimharajapura,13.490036964641703,75.41409849985965,34.3,39.1,26.6,5.5,4.18,600.0,112.0,ISRIC SoilGrids v2.0
NAR_003,Narasimharajapura,13.700239470280442,75.5244289886021,29.0,45.4,25.6,5.9,1.88,231.0,126.0,ISRIC SoilGrids v2.0
NAR_004,Narasimharajapura,13.71487882761198,75.50746920389598,28.4,45.5,26.2,6.0,1.84,206.0,128.0,ISRIC SoilGrids v2.0
NAR_005,Narasimharajapura,13.525070922918658,75.4975861370736,29.4,42.4,28.2,5.6,3.12,313.0,118.0,ISRIC SoilGrids v2.0
NAR_006,Narasimharajapura,13.413781897360616,75.4505581704607,33.7,40.0,26.3,5.6,4.35,456.0,115.0,ISRIC SoilGrids v2.0
NAR_007,Narasimharajapura,13.550989694637472,75.54277907417793,28.5,44.4,27.1,5.6,2.42,249.0,119.0,ISRIC SoilGrids v2.0
NAR_008,Narasimharajapura,13.687170818498974,75.45739359043708,27.0,44.1,28.9,5.8,2.73,277.0,125.0,ISRIC SoilGrids v2.0
NAR_009,Narasimharajapura,13.573434998102051,75.50738532885599,29.7,44.1,26.2,6.0,2.39,244.0,131.0,ISRIC SoilGrids v2.0
TAR_000,Tarikere,13.544491855698004,75.79169546935077,27.6,41.7,30.7,6.2,2.44,282.0,118.0,ISRIC SoilGrids v2.0
TAR_001,Tarikere,13.633502003291795,75.66755401828756,30.2,44.9,24.9,5.9,2.13,290.0,120.0,ISRIC SoilGrids v2.0
TAR_002,Tarikere,13.573115139857551,75.85136821711914,27.9,41.8,30.3,6.7,1.71,239.0,134.0,ISRIC SoilGrids v2.0
TAR_003,Tarikere,13.627195891594656,75.72494286666381,28.3,43.0,28.7,6.1,2.94,290.0,119.0,ISRIC SoilGrids v2.0
TAR_004,Tarikere,13.604120885249108,75.61302475004877,30.8,41.2,28.0,5.7,3.26,401.0,117.0,ISRIC SoilGrids v2.0
TAR_005,Tarikere,13.663051870640357,75.68751048145583,28.3,45.3,26.4,6.0,1.74,248.0,133.0,ISRIC SoilGrids v2.0
TAR_006,Tarikere,13.772918170449863,75.87898650496547,30.9,43.4,25.7,6.8,1.67,284.0,131.0,ISRIC SoilGrids v2.0
TAR_007,Tarikere,13.617455664455038,75.90414627897655,29.8,41.0,29.2,6.8,1.35,218.0,139.0,ISRIC SoilGrids v2.0
TAR_008,Tarikere,13.602852006417022,75.84507337730116,29.0,41.5,29.5,7.2,1.36,198.0,137.0,ISRIC SoilGrids v2.0
TAR_009,Tarikere,13.72149340328707,75.71096456415258,31.0,42.2,26.8,6.3,1.9,246.0,134.0,ISRIC SoilGrids v2.0
KAD_000,Kadur,13.639327900584888,76.06932139611128,32.4,39.0,28.5,7.2,1.55,182.0,141.0,ISRIC SoilGrids v2.0
KAD_001,Kadur,13.61048335339191,75.95065088032527,29.0,44.4,26.6,6.9,1.41,200.0,138.0,ISRIC SoilGrids v2.0
KAD_002,Kadur,13.723176879022539,76.1569729582534,32.6,44.0,23.5,6.9,1.77,207.0,142.0,ISRIC SoilGrids v2.0
KAD_003,Kadur,13.437661998694125,76.1347518596995,33.9,41.6,24.5,7.0,1.6,186.0,143.0,ISRIC SoilGrids v2.0
KAD_004,Kadur,13.464014487042082,76.08440358161117,34.8,36.6,28.6,7.1,1.77,202.0,141.0,ISRIC SoilGrids v2.0
KAD_005,Kadur,13.7115420514204,76.14067815239122,32.5,43.3,24.2,7.1,1.53,192.0,143.0,ISRIC SoilGrids v2.0
KAD_006,Kadur,13.596843402266702,76.13530794296497,33.1,40.3,26.5,7.0,1.84,202.0,145.0,ISRIC SoilGrids v2.0
KAD_007,Kadur,13.534553730063855,75.95478113956268,29.6,41.5,28.9,7.0,1.83,210.0,138.0,ISRIC SoilGrids v2.0
KAD_008,Kadur,13.396244710265114,75.99629911097233,28.7,42.8,28.6,7.1,1.63,203.0,138.0,ISRIC SoilGrids v2.0
KAD_009,Kadur,13.459125314163469,76.10033857609893,34.9,38.9,26.2,7.1,1.74,186.0,142.0,ISRIC SoilGrids v2.0
CHI_000,Chikkamagaluru,13.351249706992416,75.6237219704092,28.8,40.2,30.9,5.6,4.61,488.0,109.0,ISRIC SoilGrids v2.0
CHI_001,Chikkamagaluru,13.476935005554687,75.53784425451703,,,,,,,,
CHI_002,Chikkamagaluru,13.423754387866845,75.54222711344647,34.7,38.6,26.7,5.6,3.7,502.0,114.0,ISRIC SoilGrids v2.0
CHI_003,Chikkamagaluru,13.348984194164226,75.84325884847092,29.1,39.7,31.2,6.3,1.97,242.0,127.0,ISRIC SoilGrids v2.0
CHI_004,Chikkamagaluru,13.282207494799438,75.72374161132184,28.2,40.2,31.6,5.6,2.87,306.0,114.0,ISRIC SoilGrids v2.0
CHI_005,Chikkamagaluru,13.218037904619047,75.78616710751284,30.1,39.7,30.2,6.0,1.69,244.0,129.0,ISRIC SoilGrids v2.0
CHI_006,Chikkamagaluru,13.352569690465193,75.7764206989193,29.4,40.6,30.0,6.0,1.7,212.0,127.0,ISRIC SoilGrids v2.0
CHI_007,Chikkamagaluru,13.42603042310471,75.5381258089278,,,,,,,,
CHI_008,Chikkamagaluru,13.218942641475316,75.62336667057191,33.2,39.2,27.6,5.6,3.99,499.0,109.0,ISRIC SoilGrids v2.0
CHI_009,Chikkamagaluru,13.319443779921112,75.62481903198758,34.2,39.1,26.7,5.6,5.09,515.0,106.0,ISRIC SoilGrids v2.0
MUD_000,Mudigere,13.131764199059717,75.73283700618498,28.6,39.8,31.7,5.5,2.81,343.0,115.0,ISRIC SoilGrids v2.0
MUD_001,Mudigere,13.168424149322385,75.69313292576408,30.8,38.1,31.1,5.6,3.87,431.0,111.0,ISRIC SoilGrids v2.0
MUD_002,Mudigere,13.177800000042323,75.42755289611715,31.7,39.9,28.5,5.5,4.02,570.0,106.0,ISRIC SoilGrids v2.0
MUD_003,Mudigere,13.14229984541828,75.48732305296917,32.3,39.9,27.7,5.5,4.59,557.0,104.0,ISRIC SoilGrids v2.0
MUD_004,Mudigere,13.144940775394517,75.68830470052134,30.5,38.3,31.2,5.8,4.47,498.0,111.0,ISRIC SoilGrids v2.0
MUD_005,Mudigere,13.068970299370323,75.72138104882508,28.1,41.9,30.0,5.8,2.19,244.0,126.0,ISRIC SoilGrids v2.0
MUD_006,Mudigere,13.1651780669537,75.68997764286779,31.5,37.9,30.6,5.6,4.47,453.0,110.0,ISRIC SoilGrids v2.0
MUD_007,Mudigere,12.928150828962925,75.55505138518755,30.6,46.9,22.5,5.5,2.84,329.0,118.0,ISRIC SoilGrids v2.0
MUD_008,Mudigere,13.07993221929674,75.54312316756676,28.8,39.0,32.2,5.5,3.86,447.0,113.0,ISRIC SoilGrids v2.0
MUD_009,Mudigere,13.14302525145228,75.72753355231046,28.4,39.8,31.8,5.6,2.59,321.0,118.0,ISRIC SoilGrids v2.0
AJJ_000,Ajjampura,13.774295186891868,75.98070113676016,29.3,45.7,25.0,6.8,1.5,204.0,140.0,ISRIC SoilGrids v2.0
AJJ_001,Ajjampura,13.76196533725887,75.99215557939525,31.8,42.1,26.1,7.0,1.55,187.0,140.0,ISRIC SoilGrids v2.0
AJJ_002,Ajjampura,13.815141017115836,75.99102546171727,29.5,47.4,23.1,6.9,1.36,213.0,140.0,ISRIC SoilGrids v2.0
AJJ_003,Ajjampura,13.823666660286962,76.06365796189431,31.3,46.8,21.9,7.0,1.48,205.0,141.0,ISRIC SoilGrids v2.0
AJJ_004,Ajjampura,13.719818880142311,75.97040553145735,29.9,47.1,23.0,6.9,1.51,201.0,140.0,ISRIC SoilGrids v2.0
AJJ_005,Ajjampura,13.808124763422468,75.93659329979953,28.8,45.0,26.2,6.9,1.52,216.0,137.0,ISRIC SoilGrids v2.0
AJJ_006,Ajjampura,13.757141673786887,76.01321022201496,34.6,40.1,25.2,7.0,1.34,194.0,139.0,ISRIC SoilGrids v2.0
AJJ_007,Ajjampura,13.81208870255085,75.92516842078719,27.0,46.6,26.4,6.7,1.82,265.0,135.0,ISRIC SoilGrids v2.0
AJJ_008,Ajjampura,13.855761858786797,76.00664690301146,27.2,44.7,28.1,7.0,1.56,278.0,133.0,ISRIC SoilGrids v2.0
AJJ_009,Ajjampura,13.700983154443344,76.1145065284424,33.6,43.5,22.9,7.2,1.72,200.0,143.0,ISRIC SoilGrids v2.0
CHI_000,Chiknayakanahalli,13.394614473864406,76.57680429788877,30.3,47.0,22.7,6.9,1.29,185.0,141.0,ISRIC SoilGrids v2.0
CHI_001,Chiknayakanahalli,13.633403139539444,76.6866067297292,30.0,48.2,21.8,7.1,1.36,192.0,143.0,ISRIC SoilGrids v2.0
CHI_002,Chiknayakanahalli,13.457684533397332,76.5310317815259,32.8,47.2,19.9,7.0,1.68,197.0,143.0,ISRIC SoilGrids v2.0
CHI_003,Chiknayakanahalli,13.352060664198083,76.57513886704493,25.9,51.9,22.3,6.9,1.24,183.0,139.0,ISRIC SoilGrids v2.0
CHI_004,Chiknayakanahalli,13.558679429559843,76.66062995911065,31.0,45.4,23.6,7.1,1.44,171.0,145.0,ISRIC SoilGrids v2.0
CHI_005,Chiknayakanahalli,13.667194309830133,76.5919474852761,31.8,46.9,21.3,6.9,1.38,200.0,140.0,ISRIC SoilGrids v2.0
CHI_006,Chiknayakanahalli,13.658420790033956,76.5858344637063,32.1,47.2,20.7,7.0,1.6,215.0,141.0,ISRIC SoilGrids v2.0
CHI_007,Chiknayakanahalli,13.46072198599544,76.48575608413626,30.3,50.6,19.1,6.9,1.61,182.0,142.0,ISRIC SoilGrids v2.0
CHI_008,Chiknayakanahalli,13.428997402120878,76.59542458150493,,,,,,,,ISRIC SoilGrids v2.0
CHI_009,Chiknayakanahalli,13.557972970952358,76.60734435474947,31.9,45.7,22.5,7.0,1.61,195.0,143.0,ISRIC SoilGrids v2.0
SIR_000,Sira,13.896080329421071,76.95260913156167,35.0,37.5,27.4,7.1,1.83,181.0,145.0,ISRIC SoilGrids v2.0
SIR_001,Sira,13.70124058118115,76.7533862480878,34.2,39.2,26.6,7.0,1.4,174.0,146.0,ISRIC SoilGrids v2.0
SIR_002,Sira,14.006777914136256,76.92825912728055,36.8,31.6,31.7,7.2,1.53,168.0,148.0,ISRIC SoilGrids v2.0
SIR_003,Sira,13.837840042999257,76.97907051067823,34.4,38.6,27.0,7.1,2.01,196.0,142.0,ISRIC SoilGrids v2.0
SIR_004,Sira,13.960210720328266,76.90672666070745,37.5,33.8,28.7,7.1,1.49,161.0,147.0,ISRIC SoilGrids v2.0
SIR_005,Sira,13.992203798469083,76.93832861076612,38.7,33.0,28.3,7.1,1.4,150.0,150.0,ISRIC SoilGrids v2.0
SIR_006,Sira,13.661188382275585,76.99320040073394,31.5,40.9,27.6,7.2,1.91,205.0,142.0,ISRIC SoilGrids v2.0
SIR_007,Sira,13.678107921646516,76.91496706813874,30.8,40.3,28.9,7.1,1.81,219.0,142.0,ISRIC SoilGrids v2.0
SIR_008,Sira,13.58896844248156,76.89241443247056,30.6,48.1,21.3,7.3,1.84,219.0,142.0,ISRIC SoilGrids v2.0
SIR_009,Sira,13.594635090157624,76.94165380418671,30.5,45.9,23.7,7.1,1.62,192.0,142.0,ISRIC SoilGrids v2.0
PAV_000,Pavagada,14.11250328167349,77.12080270464791,28.8,42.8,28.3,7.1,1.38,199.0,143.0,ISRIC SoilGrids v2.0
PAV_001,Pavagada,14.301887246539122,77.25814857851005,29.6,47.3,23.0,6.9,1.24,179.0,148.0,ISRIC SoilGrids v2.0
PAV_002,Pavagada,14.181265854006195,77.07483608287369,29.2,43.7,27.1,6.9,1.34,210.0,143.0,ISRIC SoilGrids v2.0
PAV_003,Pavagada,14.157562693457365,77.35281203862344,32.4,42.1,25.5,7.0,1.43,187.0,152.0,ISRIC SoilGrids v2.0
PAV_004,Pavagada,14.072169084805706,77.23088621157319,29.2,45.3,25.4,7.0,1.42,179.0,147.0,ISRIC SoilGrids v2.0
PAV_005,Pavagada,14.04906472985349,77.15157908157029,31.7,40.5,27.7,7.1,1.24,164.0,146.0,ISRIC SoilGrids v2.0
PAV_006,Pavagada,14.317281537441493,77.23342961290176,30.9,44.8,24.4,7.0,1.45,187.0,151.0,ISRIC SoilGrids v2.0
PAV_007,Pavagada,14.02503577750615,77.3493895432513,30.3,45.6,24.1,7.1,1.28,170.0,149.0,ISRIC SoilGrids v2.0
PAV_008,Pavagada,14.080096200655206,77.05311120781651,30.7,39.6,29.7,7.0,1.64,168.0,145.0,ISRIC SoilGrids v2.0
PAV_009,Pavagada,13.952350344815716,77.41088553302055,33.7,41.1,25.2,7.0,1.55,176.0,148.0,ISRIC SoilGrids v2.0
MAD_000,Madhugiri,13.614944981332734,77.09986628673481,30.4,49.9,19.8,6.8,1.46,187.0,139.0,ISRIC SoilGrids v2.0
MAD_001,Madhugiri,13.702945629089221,77.38804563549414,34.4,44.7,20.9,7.0,1.89,196.0,142.0,ISRIC SoilGrids v2.0
MAD_002,Madhugiri,13.765813291569033,77.3115792797247,29.1,48.2,22.7,7.1,1.43,168.0,143.0,ISRIC SoilGrids v2.0
MAD_003,Madhugiri,13.815704773703782,77.32141324255144,30.3,49.8,19.9,7.0,1.57,183.0,145.0,ISRIC SoilGrids v2.0
MAD_004,Madhugiri,13.67276164985372,77.29907569285078,29.5,49.4,21.1,7.1,1.68,210.0,140.0,ISRIC SoilGrids v2.0
MAD_005,Madhugiri,13.737775434111615,77.02684998877022,28.5,45.8,25.7,7.0,1.73,193.0,139.0,ISRIC SoilGrids v2.0
MAD_006,Madhugiri,13.776869912024155,77.420128928003,33.4,47.7,18.9,7.0,1.67,178.0,146.0,ISRIC SoilGrids v2.0
MAD_007,Madhugiri,13.712817460732722,77.42900215645622,33.8,44.9,21.3,7.0,1.64,207.0,144.0,ISRIC SoilGrids v2.0
MAD_008,Madhugiri,13.729051342127747,77.29995334767094,29.2,47.3,23.5,6.8,1.45,174.0,146.0,ISRIC SoilGrids v2.0
MAD_009,Madhugiri,13.687952438542487,77.21092200949626,29.2,50.4,20.4,6.8,1.83,254.0,139.0,ISRIC SoilGrids v2.0
KOR_000,Koratagere,13.604532554432218,77.30402592040353,26.9,55.5,17.6,6.9,1.19,179.0,144.0,ISRIC SoilGrids v2.0
KOR_001,Koratagere,13.54384133310597,77.34552752643063,22.5,59.1,18.3,6.7,1.37,186.0,138.0,ISRIC SoilGrids v2.0
KOR_002,Koratagere,13.53884032076407,77.25650367671021,26.2,56.5,17.3,6.6,1.19,191.0,140.0,ISRIC SoilGrids v2.0
KOR_003,Koratagere,13.538331416485018,77.11792683636794,25.4,57.6,16.9,6.6,1.53,220.0,134.0,ISRIC SoilGrids v2.0
KOR_004,Koratagere,13.390422331776406,77.32645977588217,24.1,54.7,21.2,6.3,1.25,177.0,139.0,ISRIC SoilGrids v2.0
KOR_005,Koratagere,13.442386237826849,77.26354349100698,21.4,63.7,14.9,6.6,1.18,166.0,138.0,ISRIC SoilGrids v2.0
KOR_006,Koratagere,13.568956835304947,77.12252522287376,28.9,53.1,18.0,6.7,1.51,216.0,133.0,ISRIC SoilGrids v2.0
KOR_007,Koratagere,13.521069228399194,77.12088185066038,23.9,58.4,17.7,6.6,1.23,188.0,138.0,ISRIC SoilGrids v2.0
KOR_008,Koratagere,13.56145484363024,77.20848310383872,27.6,56.9,15.4,7.0,1.46,187.0,138.0,ISRIC SoilGrids v2.0
KOR_009,Koratagere,13.567820480455882,77.12329456168325,28.9,53.1,18.0,6.7,1.51,216.0,133.0,ISRIC SoilGrids v2.0
TUM_000,Tumakuru,13.149710085010753,77.09571242311593,22.0,60.2,17.8,6.5,1.73,177.0,138.0,ISRIC SoilGrids v2.0
TUM_001,Tumakuru,13.293445230824855,77.1828293715266,24.4,55.8,19.8,6.4,1.4,176.0,138.0,ISRIC SoilGrids v2.0
TUM_002,Tumakuru,13.13577729036317,76.98888286822455,28.4,50.9,20.6,6.6,1.38,181.0,139.0,ISRIC SoilGrids v2.0
TUM_003,Tumakuru,13.36563102375337,77.00631868462716,,,,,,,,ISRIC SoilGrids v2.0
TUM_004,Tumakuru,13.32878326512925,77.2864818770234,21.1,64.6,14.4,6.1,1.24,176.0,138.0,ISRIC SoilGrids v2.0
TUM_005,Tumakuru,13.269350113892283,77.02488990440602,23.0,54.3,22.7,6.9,1.56,180.0,139.0,ISRIC SoilGrids v2.0
TUM_006,Tumakuru,13.345472073408162,77.08989854300447,,,,,,,,ISRIC SoilGrids v2.0
TUM_007,Tumakuru,13.319043518111812,77.30986195322048,21.7,60.8,17.5,6.3,1.51,190.0,138.0,ISRIC SoilGrids v2.0
TUM_008,Tumakuru,13.372053865840622,77.24060528931182,19.1,63.7,17.2,6.1,1.74,303.0,128.0,ISRIC SoilGrids v2.0
TUM_009,Tumakuru,13.387228790201904,77.174033675885,25.3,54.3,20.5,6.3,2.23,312.0,128.0,ISRIC SoilGrids v2.0
GUB_000,Gubbi,13.163219666093593,76.82534552049476,31.8,46.8,21.4,6.8,1.25,184.0,140.0,ISRIC SoilGrids v2.0
GUB_001,Gubbi,13.209509128535075,76.96601766662819,28.4,47.3,24.3,6.7,1.37,180.0,139.0,ISRIC SoilGrids v2.0
GUB_002,Gubbi,13.460416970475213,76.761855524052,30.2,51.8,18.1,7.2,1.47,197.0,141.0,ISRIC SoilGrids v2.0
GUB_003,Gubbi,13.344902486086106,76.79531864107268,27.2,52.6,20.2,6.8,1.29,182.0,139.0,ISRIC SoilGrids v2.0
GUB_004,Gubbi,13.572777085412488,76.74674578375702,30.4,46.0,23.6,7.0,1.49,203.0,140.0,ISRIC SoilGrids v2.0
GUB_005,Gubbi,13.473639299209916,76.82207375977248,28.4,51.8,19.8,6.9,1.25,194.0,138.0,ISRIC SoilGrids v2.0
GUB_006,Gubbi,13.350914834258571,76.83706799988657,31.3,50.0,18.7,6.8,1.86,215.0,138.0,ISRIC SoilGrids v2.0
GUB_007,Gubbi,13.313083996287503,76.91807359787259,31.2,53.2,15.5,6.9,1.51,177.0,140.0,ISRIC SoilGrids v2.0
GUB_008,Gubbi,13.20777335391846,76.92243762750026,31.4,48.7,20.0,6.7,1.32,178.0,139.0,ISRIC SoilGrids v2.0
GUB_009,Gubbi,13.386281721359545,76.94739334532787,29.0,51.0,20.0,6.8,1.3,202.0,142.0,ISRIC SoilGrids v2.0
TIP_000,Tiptur,13.163916121820197,76.50280746662814,30.8,47.2,22.0,6.7,1.6,219.0,141.0,ISRIC SoilGrids v2.0
TIP_001,Tiptur,13.314982485810601,76.67316371338511,26.8,51.5,21.7,6.9,1.36,200.0,139.0,ISRIC SoilGrids v2.0
TIP_002,Tiptur,13.248313966518294,76.51505729158998,,,,,,,,ISRIC SoilGrids v2.0
TIP_003,Tiptur,13.299372668866763,76.42303406369243,28.9,47.8,23.3,6.7,1.75,187.0,139.0,ISRIC SoilGrids v2.0
TIP_004,Tiptur,13.247573430149414,76.52717137116782,,,,,,,,ISRIC SoilGrids v2.0
TIP_005,Tiptur,13.284460726649456,76.61718932450101,26.9,51.6,21.5,6.8,1.46,217.0,137.0,ISRIC SoilGrids v2.0
TIP_006,Tiptur,13.139661032749963,76.53176954441764,29.1,48.3,22.7,6.8,1.62,200.0,139.0,ISRIC SoilGrids v2.0
TIP_007,Tiptur,13.159327961347815,76.52103951467367,,,,,,,,ISRIC SoilGrids v2.0
TIP_008,Tiptur,13.268546035926862,76.58429629939033,30.7,49.6,19.7,6.9,1.8,199.0,140.0,ISRIC SoilGrids v2.0
TIP_009,Tiptur,13.207115213610933,76.39477525546579,27.6,46.4,26.0,6.9,1.83,198.0,140.0,ISRIC SoilGrids v2.0
