point_id,taluk,latitude,longitude,clay_pct,sand_pct,silt_pct,pH,nitrogen_g_per_kg,organic_carbon_dg_per_kg,bulk_density_cg_per_cm3,api_source
CHI_000,Chikkodi,16.51678258279039,74.64332518097048,35.8,41.3,22.9,7.4,1.35,161.0,145.0,ISRIC SoilGrids v2.0
CHI_001,Chikkodi,16.353806595834175,74.73625261128088,31.9,46.3,21.8,6.7,1.22,193.0,140.0,ISRIC SoilGrids v2.0
CHI_002,Chikkodi,16.344294135128163,74.47489071184863,33.4,39.3,27.3,6.5,1.73,186.0,136.0,ISRIC SoilGrids v2.0
CHI_003,Chikkodi,16.45651606493805,74.524067383514,31.1,42.3,26.6,7.1,1.36,179.0,140.0,ISRIC SoilGrids v2.0
CHI_004,Chikkodi,16.379742267469865,74.575367311828,32.6,42.0,25.3,6.8,1.52,170.0,138.0,ISRIC SoilGrids v2.0
CHI_005,Chikkodi,16.329858189471533,74.64763873346871,35.2,38.9,25.9,6.9,1.38,186.0,137.0,ISRIC SoilGrids v2.0
CHI_006,Chikkodi,16.404442690684974,74.51920761657922,28.5,41.6,29.9,6.9,1.33,174.0,137.0,ISRIC SoilGrids v2.0
CHI_007,Chikkodi,16.54213088156965,74.58505863606082,28.3,43.3,28.4,7.0,1.32,194.0,144.0,ISRIC SoilGrids v2.0
CHI_008,Chikkodi,16.453056883052422,74.48206082168059,32.3,42.3,25.4,7.1,1.29,171.0,141.0,ISRIC SoilGrids v2.0
CHI_009,Chikkodi,16.3400596143886,74.6459081345314,33.7,39.1,27.1,6.9,1.29,169.0,137.0,ISRIC SoilGrids v2.0
ATH_000,Athani,16.934367080771292,74.93346581393871,36.1,38.8,25.2,7.4,1.24,170.0,149.0,ISRIC SoilGrids v2.0
ATH_001,Athani,16.54935011999215,75.05173139260937,34.6,44.5,20.9,7.3,1.52,168.0,142.0,ISRIC SoilGrids v2.0
ATH_002,Athani,16.704259278295115,75.23913948790253,32.7,42.2,25.1,7.6,1.17,157.0,148.0,ISRIC SoilGrids v2.0
ATH_003,Athani,16.804840564507522,75.02910445084301,39.0,34.5,26.5,7.5,1.18,150.0,145.0,ISRIC SoilGrids v2.0
ATH_004,Athani,16.740406304003372,75.05523514734554,35.6,40.4,24.1,7.3,1.3,165.0,144.0,ISRIC SoilGrids v2.0
ATH_005,Athani,16.855776048248885,75.3800101077295,28.8,44.2,27.1,7.3,1.29,157.0,143.0,ISRIC SoilGrids v2.0
ATH_006,Athani,16.627906868758245,75.09323135331738,36.8,36.9,26.3,7.8,1.24,166.0,142.0,ISRIC SoilGrids v2.0
ATH_007,Athani,16.750641325461093,75.04004156172637,40.0,36.3,23.7,7.6,1.09,177.0,147.0,ISRIC SoilGrids v2.0
ATH_008,Athani,16.86801758408572,74.97092214728099,35.5,38.6,25.9,7.4,1.3,172.0,149.0,ISRIC SoilGrids v2.0
ATH_009,Athani,16.83491270288767,75.25030852144648,,,,,,,,ISRIC SoilGrids v2.0
RAI_000,Raibag,16.353951227322582,74.8177352309449,29.7,42.2,28.0,7.3,1.38,168.0,141.0,ISRIC SoilGrids v2.0
RAI_001,Raibag,16.336020277313377,74.80658635354013,32.5,40.2,27.3,7.4,1.21,182.0,142.0,ISRIC SoilGrids v2.0
RAI_002,Raibag,16.425699510450904,74.79853208339895,31.7,44.9,23.4,7.1,1.46,209.0,139.0,ISRIC SoilGrids v2.0
RAI_003,Raibag,16.532774435208186,74.96783113378078,33.8,42.2,24.0,7.2,1.41,234.0,142.0,ISRIC SoilGrids v2.0
RAI_004,Raibag,16.558718367089376,74.72113128798098,33.9,39.6,26.5,7.2,1.44,194.0,143.0,ISRIC SoilGrids v2.0
RAI_005,Raibag,16.506627250514352,74.98044043219194,31.7,41.4,26.9,7.2,1.42,228.0,139.0,ISRIC SoilGrids v2.0
RAI_006,Raibag,16.48349605548086,74.98455827005297,33.9,45.7,20.4,7.2,1.29,225.0,140.0,ISRIC SoilGrids v2.0
RAI_007,Raibag,16.46078545676438,74.8841678141359,35.6,40.4,24.1,7.3,1.29,182.0,143.0,ISRIC SoilGrids v2.0
RAI_008,Raibag,16.532381248469633,74.68547574484523,31.9,42.3,25.7,7.1,1.37,209.0,141.0,ISRIC SoilGrids v2.0
RAI_009,Raibag,16.488560630022082,74.79989645219217,28.7,48.2,23.1,7.2,1.59,253.0,140.0,ISRIC SoilGrids v2.0
GOK_000,Gokak,16.00557545005408,74.7830242792542,28.7,43.4,27.9,6.5,1.49,210.0,133.0,ISRIC SoilGrids v2.0
GOK_001,Gokak,16.151262236114,75.07240413082062,29.8,46.0,24.2,7.2,1.18,172.0,137.0,ISRIC SoilGrids v2.0
GOK_002,Gokak,16.029034509311312,74.84430768880863,32.2,45.2,22.6,6.9,1.31,175.0,138.0,ISRIC SoilGrids v2.0
GOK_003,Gokak,16.073538512522756,74.7014698750515,30.4,43.9,25.7,6.7,1.25,179.0,139.0,ISRIC SoilGrids v2.0
GOK_004,Gokak,16.214325482293848,74.89297532609362,30.2,45.0,24.8,7.0,1.45,220.0,139.0,ISRIC SoilGrids v2.0
GOK_005,Gokak,16.31787762675683,74.81848974096454,31.6,38.9,29.6,7.0,1.46,182.0,141.0,ISRIC SoilGrids v2.0
GOK_006,Gokak,16.059384112380332,74.88263395871505,31.2,48.7,20.1,7.0,1.39,171.0,138.0,ISRIC SoilGrids v2.0
GOK_007,Gokak,16.137136209954278,74.93655156127168,40.6,33.6,25.8,7.6,1.39,196.0,141.0,ISRIC SoilGrids v2.0
GOK_008,Gokak,16.05081837146906,74.6686406429746,30.2,40.4,29.3,6.5,1.35,193.0,137.0,ISRIC SoilGrids v2.0
GOK_009,Gokak,16.22403382212444,74.75800681665129,31.5,47.1,21.4,6.7,1.42,237.0,141.0,ISRIC SoilGrids v2.0
HUK_000,Hukkeri,16.180911909972114,74.60463033418178,31.9,42.9,25.2,6.5,1.31,203.0,139.0,ISRIC SoilGrids v2.0
HUK_001,Hukkeri,16.301257558754454,74.36149776906306,30.7,40.5,28.7,6.3,1.66,220.0,136.0,ISRIC SoilGrids v2.0
HUK_002,Hukkeri,16.056648420864775,74.55028012426529,30.6,41.7,27.7,6.4,1.72,219.0,133.0,ISRIC SoilGrids v2.0
HUK_003,Hukkeri,16.03570365464601,74.60984131299374,30.5,41.4,28.0,6.3,1.74,225.0,132.0,ISRIC SoilGrids v2.0
HUK_004,Hukkeri,16.12103020580635,74.63032388117651,,,,,,,,ISRIC SoilGrids v2.0
HUK_005,Hukkeri,16.188717027995942,74.68684377764211,35.4,42.2,22.4,6.7,1.39,195.0,139.0,ISRIC SoilGrids v2.0
HUK_006,Hukkeri,16.062818431709214,74.55813817108519,30.5,41.6,27.8,6.6,1.62,203.0,132.0,ISRIC SoilGrids v2.0
HUK_007,Hukkeri,16.326133351388744,74.36275675484033,30.7,38.2,31.1,6.3,1.6,192.0,136.0,ISRIC SoilGrids v2.0
HUK_008,Hukkeri,16.278987866361785,74.71811222227193,28.8,45.3,25.9,7.1,1.28,194.0,138.0,ISRIC SoilGrids v2.0
HUK_009,Hukkeri,16.32667111212266,74.39342623962949,30.1,39.3,30.5,6.5,1.54,184.0,133.0,ISRIC SoilGrids v2.0
BEL_000,Belagavi,15.951508563355711,74.50247206203085,31.3,37.8,30.9,6.2,1.74,196.0,135.0,ISRIC SoilGrids v2.0
BEL_001,Belagavi,15.770010919919438,74.54754249132229,31.0,39.7,29.3,6.2,1.88,226.0,132.0,ISRIC SoilGrids v2.0
BEL_002,Belagavi,15.77504870586155,74.57383442105602,29.9,43.2,26.9,6.2,1.81,239.0,130.0,ISRIC SoilGrids v2.0
BEL_003,Belagavi,16.01257169221169,74.5465258994681,30.0,41.0,29.0,6.2,1.78,225.0,134.0,ISRIC SoilGrids v2.0
BEL_004,Belagavi,15.903541425092794,74.55001006624258,29.5,38.8,31.8,6.2,1.97,279.0,130.0,ISRIC SoilGrids v2.0
BEL_005,Belagavi,15.777664889094497,74.37867862917705,31.1,40.6,28.3,6.4,1.89,248.0,133.0,ISRIC SoilGrids v2.0
BEL_006,Belagavi,15.927927374068531,74.65236679175662,31.7,40.9,27.4,6.4,1.86,245.0,132.0,ISRIC SoilGrids v2.0
BEL_007,Belagavi,15.878052621654733,74.60991264144472,36.2,35.6,28.2,6.4,1.4,198.0,136.0,ISRIC SoilGrids v2.0
BEL_008,Belagavi,15.874125022328695,74.5147714847026,30.3,44.4,25.3,6.3,1.56,191.0,135.0,ISRIC SoilGrids v2.0
BEL_009,Belagavi,15.751707441780635,74.54470932710237,31.0,41.2,27.8,6.3,1.89,242.0,134.0,ISRIC SoilGrids v2.0
KHA_000,Khanapur,15.518400237865954,74.68807762711702,31.5,44.2,24.3,6.3,1.47,195.0,136.0,ISRIC SoilGrids v2.0
KHA_001,Khanapur,15.49551530115621,74.64628658546606,28.7,43.9,27.4,5.9,1.95,207.0,134.0,ISRIC SoilGrids v2.0
KHA_002,Khanapur,15.677714870191727,74.66349175967684,33.9,40.1,26.0,6.5,1.74,220.0,136.0,ISRIC SoilGrids v2.0
KHA_003,Khanapur,15.661257441146027,74.54521793970657,32.4,40.6,27.0,6.4,1.55,205.0,132.0,ISRIC SoilGrids v2.0
KHA_004,Khanapur,15.574867120893074,74.42345801274763,28.0,41.3,30.7,5.7,3.14,298.0,118.0,ISRIC SoilGrids v2.0
KHA_005,Khanapur,15.638680525356211,74.61163445824445,28.8,46.5,24.7,6.3,1.65,208.0,135.0,ISRIC SoilGrids v2.0
KHA_006,Khanapur,15.701368140514166,74.54846477084963,32.5,39.9,27.7,6.2,1.48,231.0,132.0,ISRIC SoilGrids v2.0
KHA_007,Khanapur,15.504574047983422,74.67177568585281,32.8,43.2,23.9,6.4,1.57,205.0,137.0,ISRIC SoilGrids v2.0
KHA_008,Khanapur,15.59254702113087,74.39345999368763,27.1,42.7,30.2,5.8,2.41,241.0,129.0,ISRIC SoilGrids v2.0
KHA_009,Khanapur,15.613261936865483,74.27603905162046,35.9,36.7,27.4,5.8,3.78,508.0,116.0,ISRIC SoilGrids v2.0
SAV_000,Savadatti,15.751458328108539,75.22667100349508,30.3,39.0,30.7,7.4,1.53,194.0,138.0,ISRIC SoilGrids v2.0
SAV_001,Savadatti,15.694169154931613,75.1994946146204,42.9,30.6,26.5,7.5,1.8,209.0,,ISRIC SoilGrids v2.0
SAV_002,Savadatti,15.861473223569709,75.08100975462175,26.0,54.1,19.9,6.6,1.56,252.0,138.0,ISRIC SoilGrids v2.0
SAV_003,Savadatti,15.736682956285199,75.06843859170486,33.4,34.5,32.1,7.3,1.6,318.0,133.0,ISRIC SoilGrids v2.0
SAV_004,Savadatti,15.715998869921563,75.21250894595283,34.2,31.4,34.4,7.3,1.57,412.0,134.0,ISRIC SoilGrids v2.0
SAV_005,Savadatti,15.88470494604617,75.23358278461289,22.5,54.5,23.0,6.5,1.5,221.0,133.0,ISRIC SoilGrids v2.0
SAV_006,Savadatti,15.677293582293338,75.01298372118531,34.7,34.2,31.1,7.1,1.42,359.0,142.0,ISRIC SoilGrids v2.0
SAV_007,Savadatti,15.719610611628424,75.14277472644167,33.6,37.3,29.0,7.2,1.29,305.0,,ISRIC SoilGrids v2.0
SAV_008,Savadatti,15.851271241253563,75.08809685229949,30.2,50.5,19.3,6.5,1.59,245.0,138.0,ISRIC SoilGrids v2.0
SAV_009,Savadatti,15.706831759546029,75.01848394316988,35.2,34.7,30.1,7.2,1.54,182.0,139.0,ISRIC SoilGrids v2.0
BAI_000,Bailhongal,15.899931494641297,74.76691499533675,31.0,36.3,32.7,6.7,1.57,207.0,133.0,ISRIC SoilGrids v2.0
BAI_001,Bailhongal,15.791970866702325,74.81875645674987,32.7,35.4,31.9,7.0,1.29,181.0,139.0,ISRIC SoilGrids v2.0
BAI_002,Bailhongal,15.776929378762476,74.69706183590306,36.5,34.1,29.4,6.8,1.72,208.0,135.0,ISRIC SoilGrids v2.0
BAI_003,Bailhongal,15.846023752185028,74.78317031800856,31.2,37.2,31.6,6.9,1.52,192.0,136.0,ISRIC SoilGrids v2.0
BAI_004,Bailhongal,15.629420123224198,74.87359221533593,26.2,41.0,32.8,6.8,1.23,176.0,137.0,ISRIC SoilGrids v2.0
BAI_005,Bailhongal,15.84982390588929,74.77403899083951,29.8,38.2,31.9,6.7,1.55,202.0,135.0,ISRIC SoilGrids v2.0
BAI_006,Bailhongal,15.937380861989428,74.82315943109977,32.6,38.4,29.0,6.8,1.33,195.0,137.0,ISRIC SoilGrids v2.0
BAI_007,Bailhongal,15.674077646584307,74.88261188991858,26.9,45.5,27.7,6.6,1.37,181.0,136.0,ISRIC SoilGrids v2.0
BAI_008,Bailhongal,15.834606182934563,74.64099818382672,31.9,37.8,30.3,6.6,1.76,226.0,133.0,ISRIC SoilGrids v2.0
BAI_009,Bailhongal,15.856440432923797,74.7792204585685,31.2,36.9,31.9,6.7,1.65,201.0,134.0,ISRIC SoilGrids v2.0
RAM_000,Ramadurg,16.01362919830315,75.24806997667042,29.6,47.7,22.7,7.1,1.32,169.0,137.0,ISRIC SoilGrids v2.0
RAM_001,Ramadurg,16.072931847352685,75.1070848656519,28.0,43.7,28.2,7.3,1.28,179.0,138.0,ISRIC SoilGrids v2.0
RAM_002,Ramadurg,15.915802408368831,75.09807325950071,32.8,40.7,26.5,7.0,1.21,183.0,140.0,ISRIC SoilGrids v2.0
RAM_003,Ramadurg,15.899779660555327,75.38611209892608,27.0,51.2,21.8,7.0,1.36,203.0,139.0,ISRIC SoilGrids v2.0
RAM_004,Ramadurg,16.078858397387055,75.11627766046115,28.4,43.7,27.8,7.2,1.23,181.0,140.0,ISRIC SoilGrids v2.0
RAM_005,Ramadurg,16.113249446792675,75.2146519126749,28.3,44.5,27.2,7.3,1.25,190.0,140.0,ISRIC SoilGrids v2.0
RAM_006,Ramadurg,16.179870239873694,75.20255552440007,32.2,39.1,28.7,7.7,1.2,161.0,141.0,ISRIC SoilGrids v2.0
RAM_007,Ramadurg,15.963290458053248,75.40314156176652,24.6,56.6,18.7,6.9,1.17,198.0,139.0,ISRIC SoilGrids v2.0
RAM_008,Ramadurg,16.103809500480622,75.36146656879383,28.0,49.0,23.0,7.4,1.25,188.0,143.0,ISRIC SoilGrids v2.0
RAM_009,Ramadurg,16.16769615914978,75.11044892663365,28.7,45.4,25.9,7.2,1.37,216.0,139.0,ISRIC SoilGrids v2.0
KIT_000,Kitthuru,15.700903966180531,74.76505410385144,36.8,39.1,24.1,6.8,1.28,184.0,139.0,ISRIC SoilGrids v2.0
KIT_001,Kitthuru,15.590044170619429,74.79382101293636,27.7,45.6,26.6,6.4,1.31,186.0,136.0,ISRIC SoilGrids v2.0
KIT_002,Kitthuru,15.679177617737432,74.8030659876704,31.5,41.0,27.5,6.4,1.17,187.0,137.0,ISRIC SoilGrids v2.0
KIT_003,Kitthuru,15.69010007515398,74.8301229804984,32.4,37.7,29.9,6.6,1.25,179.0,139.0,ISRIC SoilGrids v2.0
KIT_004,Kitthuru,15.718865828476464,74.75057305480996,40.9,33.3,25.8,7.0,1.44,443.0,135.0,ISRIC SoilGrids v2.0
KIT_005,Kitthuru,15.681856968077263,74.68272891887251,32.0,40.7,27.3,6.5,1.75,220.0,134.0,ISRIC SoilGrids v2.0
KIT_006,Kitthuru,15.488184585801491,74.79072600710671,33.2,38.0,28.8,6.4,1.33,207.0,137.0,ISRIC SoilGrids v2.0
KIT_007,Kitthuru,15.699555681853008,74.66676917256224,34.4,38.4,27.2,6.5,1.51,199.0,135.0,ISRIC SoilGrids v2.0
KIT_008,Kitthuru,15.56722672696296,74.73528801877546,32.3,43.2,24.5,6.3,1.45,202.0,134.0,ISRIC SoilGrids v2.0
KIT_009,Kitthuru,15.622291834400075,74.82684322196498,29.5,41.2,29.3,6.4,1.54,196.0,133.0,ISRIC SoilGrids v2.0
NIP_000,Nippani,16.52021193590119,74.46946928527998,30.6,46.3,23.1,7.0,1.22,202.0,145.0,ISRIC SoilGrids v2.0
NIP_001,Nippani,16.559187949534987,74.43474908611246,33.5,41.8,24.6,6.7,1.4,198.0,140.0,ISRIC SoilGrids v2.0
NIP_002,Nippani,16.626650381691817,74.53029978571863,36.9,39.5,23.6,7.1,1.15,170.0,147.0,ISRIC SoilGrids v2.0
NIP_003,Nippani,16.383130724926296,74.32996974616135,31.5,42.4,26.2,6.6,1.46,225.0,136.0,ISRIC SoilGrids v2.0
NIP_004,Nippani,16.440436764547094,74.38542777885984,35.5,40.0,24.5,6.9,1.3,143.0,140.0,ISRIC SoilGrids v2.0
NIP_005,Nippani,16.503816750759885,74.45521667826931,29.1,47.5,23.3,6.7,1.34,206.0,140.0,ISRIC SoilGrids v2.0
NIP_006,Nippani,16.603161216609514,74.51854713314945,33.8,43.9,22.3,7.0,1.36,208.0,145.0,ISRIC SoilGrids v2.0
NIP_007,Nippani,16.46294243050715,74.42999155349786,32.8,41.9,25.3,7.0,1.34,196.0,141.0,ISRIC SoilGrids v2.0
NIP_008,Nippani,16.61825728636773,74.52503637301866,38.0,39.9,22.1,7.2,1.27,169.0,145.0,ISRIC SoilGrids v2.0
NIP_009,Nippani,16.60995260610806,74.53610490247824,34.7,42.4,23.0,7.0,1.32,203.0,143.0,ISRIC SoilGrids v2.0
KAG_000,Kagwad,16.666560139057225,74.91723954930184,36.0,39.4,24.6,7.1,1.32,182.0,145.0,ISRIC SoilGrids v2.0
KAG_001,Kagwad,16.62699880700918,74.78306599392823,36.7,39.1,24.1,7.5,1.36,189.0,148.0,ISRIC SoilGrids v2.0
KAG_002,Kagwad,16.76300359404255,74.89527127258347,40.4,35.9,23.7,7.5,1.3,159.0,144.0,ISRIC SoilGrids v2.0
KAG_003,Kagwad,16.62171974394999,74.92082546509715,32.6,38.2,29.2,7.2,1.84,209.0,142.0,ISRIC SoilGrids v2.0
KAG_004,Kagwad,16.597776912559834,74.7943840502856,36.0,40.7,23.3,7.3,1.47,190.0,145.0,ISRIC SoilGrids v2.0
KAG_005,Kagwad,16.694411330756544,74.95390197686015,39.6,36.0,24.5,7.4,1.29,179.0,148.0,ISRIC SoilGrids v2.0
KAG_006,Kagwad,16.707685690688766,74.72408264905175,39.3,39.4,21.4,7.4,1.34,174.0,150.0,ISRIC SoilGrids v2.0
KAG_007,Kagwad,16.64416872574258,74.84747700572971,33.4,40.2,26.5,7.2,1.45,190.0,146.0,ISRIC SoilGrids v2.0
KAG_008,Kagwad,16.728068968233625,74.81648610988381,37.3,37.5,25.2,7.6,1.38,185.0,147.0,ISRIC SoilGrids v2.0
KAG_009,Kagwad,16.74424774979247,74.8164404254013,36.2,40.1,23.7,7.4,1.44,169.0,144.0,ISRIC SoilGrids v2.0
MUD_000,Mudalgi,16.302355431955185,75.03887636019363,30.2,51.2,18.6,7.3,1.3,223.0,143.0,ISRIC SoilGrids v2.0
MUD_001,Mudalgi,16.268589483724405,75.18413418288807,34.5,39.9,25.6,7.6,1.27,169.0,143.0,ISRIC SoilGrids v2.0
MUD_002,Mudalgi,16.315087554463403,75.1297804465377,33.5,46.2,20.3,7.2,1.36,215.0,145.0,ISRIC SoilGrids v2.0
MUD_003,Mudalgi,16.30857007685479,74.94882711713171,32.7,49.7,17.6,7.1,1.42,222.0,141.0,ISRIC SoilGrids v2.0
MUD_004,Mudalgi,16.27587901552097,74.96745988325284,32.2,45.6,22.2,7.2,1.44,202.0,141.0,ISRIC SoilGrids v2.0
MUD_005,Mudalgi,16.256746072879682,75.19643709148443,28.7,43.7,27.6,7.5,1.27,289.0,141.0,ISRIC SoilGrids v2.0
MUD_006,Mudalgi,16.35011624946658,75.021916093734,31.0,47.1,21.9,7.1,1.19,173.0,143.0,ISRIC SoilGrids v2.0
MUD_007,Mudalgi,16.3154686606636,74.96938268981654,32.4,48.9,18.7,7.1,1.46,196.0,140.0,ISRIC SoilGrids v2.0
MUD_008,Mudalgi,16.23744336803459,75.01213230774646,37.7,36.3,26.0,7.6,1.2,156.0,143.0,ISRIC SoilGrids v2.0
MUD_009,Mudalgi,16.252563507852717,75.0123567611243,38.3,37.4,24.3,7.6,1.13,151.0,141.0,ISRIC SoilGrids v2.0
JAM_000,Jamakhandi,16.48945938700312,75.37070292261478,24.0,59.2,16.7,7.0,1.45,190.0,139.0,ISRIC SoilGrids v2.0
JAM_001,Jamakhandi,16.528189273743816,75.21965486348819,32.9,44.5,22.5,7.8,1.34,177.0,141.0,ISRIC SoilGrids v2.0
JAM_002,Jamakhandi,16.5752774800862,75.45881443756706,34.1,36.1,29.8,7.6,1.23,191.0,144.0,ISRIC SoilGrids v2.0
JAM_003,Jamakhandi,16.46456512919309,75.38212948681428,33.2,45.8,21.0,7.5,1.17,168.0,,ISRIC SoilGrids v2.0
JAM_004,Jamakhandi,16.503569851120766,75.21532434211008,29.0,52.3,18.7,7.2,1.35,197.0,141.0,ISRIC SoilGrids v2.0
JAM_005,Jamakhandi,16.4338748437173,75.21802582735914,34.7,38.1,27.3,7.7,1.36,158.0,140.0,ISRIC SoilGrids v2.0
JAM_006,Jamakhandi,16.53501702548035,75.22783538186384,35.7,40.9,23.4,7.8,1.28,186.0,142.0,ISRIC SoilGrids v2.0
JAM_007,Jamakhandi,16.654715507418814,75.32721927953936,35.8,39.1,25.1,7.5,1.17,172.0,144.0,ISRIC SoilGrids v2.0
JAM_008,Jamakhandi,16.43132635246887,75.36886284217643,30.8,50.9,18.3,7.7,1.28,168.0,147.0,ISRIC SoilGrids v2.0
JAM_009,Jamakhandi,16.739308280803176,75.45105002598005,28.4,42.3,29.3,7.2,1.14,191.0,140.0,ISRIC SoilGrids v2.0
BIL_000,Bilagi,16.280460250909908,75.47271860217081,23.8,55.5,20.7,7.4,1.21,157.0,142.0,ISRIC SoilGrids v2.0
BIL_001,Bilagi,16.3673418877354,75.55587998187616,25.4,54.0,20.6,7.3,1.2,188.0,140.0,ISRIC SoilGrids v2.0
BIL_002,Bilagi,16.330840105143952,75.66669379494331,26.2,50.4,23.4,7.0,1.38,234.0,143.0,ISRIC SoilGrids v2.0
BIL_003,Bilagi,16.38236781905432,75.61903008900674,35.6,38.6,25.8,7.7,1.44,177.0,140.0,ISRIC SoilGrids v2.0
BIL_004,Bilagi,16.29091772833886,75.62839483510383,32.9,42.3,24.8,7.7,1.37,163.0,148.0,ISRIC SoilGrids v2.0
BIL_005,Bilagi,16.333482962679422,75.51060822280444,25.9,51.6,22.5,6.7,1.41,202.0,135.0,ISRIC SoilGrids v2.0
BIL_006,Bilagi,16.49553118288002,75.44375701541215,32.1,46.0,21.9,7.1,1.11,167.0,146.0,ISRIC SoilGrids v2.0
BIL_007,Bilagi,16.428777167959428,75.65566426851221,,,,,,,,ISRIC SoilGrids v2.0
BIL_008,Bilagi,16.371736654533702,75.74313136634072,,,,,,,,ISRIC SoilGrids v2.0
BIL_009,Bilagi,16.383944295971418,75.42906942668529,27.2,54.1,18.7,6.6,1.4,223.0,138.0,ISRIC SoilGrids v2.0
MUD_000,Mudhol,16.353152536927833,75.33947879392485,32.1,44.3,23.5,7.4,1.23,175.0,144.0,ISRIC SoilGrids v2.0
MUD_001,Mudhol,16.296882942278483,75.36195230406987,28.7,53.9,17.4,7.2,1.37,194.0,143.0,ISRIC SoilGrids v2.0
MUD_002,Mudhol,16.430818546806517,75.25169990548949,29.9,43.5,26.6,7.6,1.26,177.0,142.0,ISRIC SoilGrids v2.0
MUD_003,Mudhol,16.189424550241572,75.34668147929436,26.0,51.7,22.3,7.5,1.09,152.0,148.0,ISRIC SoilGrids v2.0
MUD_004,Mudhol,16.40190435689405,75.18218907947029,31.1,45.0,23.8,7.0,1.31,197.0,143.0,ISRIC SoilGrids v2.0
MUD_005,Mudhol,16.196085630829877,75.42706236180933,27.4,50.0,22.6,7.3,1.29,147.0,147.0,ISRIC SoilGrids v2.0
MUD_006,Mudhol,16.328411524888455,75.18124336196657,33.8,46.2,20.0,7.2,1.3,187.0,145.0,ISRIC SoilGrids v2.0
MUD_007,Mudhol,16.292367676894322,75.46978458363205,29.7,48.9,21.4,7.2,1.26,181.0,145.0,ISRIC SoilGrids v2.0
MUD_008,Mudhol,16.203197815966753,75.33368565408503,27.3,43.9,28.8,7.6,1.22,188.0,143.0,ISRIC SoilGrids v2.0
MUD_009,Mudhol,16.173257364909208,75.40896249040345,27.4,44.0,28.5,7.6,1.14,165.0,147.0,ISRIC SoilGrids v2.0
BAD_000,Badami,15.959004755640859,75.553656758716,25.0,54.8,20.3,6.8,1.27,170.0,140.0,ISRIC SoilGrids v2.0
BAD_001,Badami,15.896175132858977,75.63413477853577,25.0,47.8,27.2,7.4,1.2,148.0,149.0,ISRIC SoilGrids v2.0
BAD_002,Badami,16.022574800773665,75.46227895538793,26.2,50.0,23.7,7.2,1.19,185.0,139.0,ISRIC SoilGrids v2.0
BAD_003,Badami,16.012488574727293,75.5383214077615,27.7,49.9,22.4,7.2,1.26,381.0,132.0,ISRIC SoilGrids v2.0
BAD_004,Badami,15.978126774615443,75.47957328283263,27.9,48.1,24.0,6.7,1.56,193.0,136.0,ISRIC SoilGrids v2.0
BAD_005,Badami,15.85910246330873,75.55931203686208,25.5,46.3,28.1,7.5,1.14,164.0,145.0,ISRIC SoilGrids v2.0
BAD_006,Badami,16.152795146946765,75.43976211524726,26.2,48.3,25.5,7.4,1.02,161.0,147.0,ISRIC SoilGrids v2.0
BAD_007,Badami,16.09097508652375,75.55307684127291,25.8,52.5,21.8,7.0,1.48,167.0,146.0,ISRIC SoilGrids v2.0
BAD_008,Badami,16.046907490384502,75.52344932199424,26.4,50.1,23.4,7.2,1.22,167.0,139.0,ISRIC SoilGrids v2.0
BAD_009,Badami,15.95433766802481,75.61836822464029,26.8,48.2,25.0,6.8,1.24,165.0,138.0,ISRIC SoilGrids v2.0
BAG_000,Bagalkote,16.30486133270396,75.79143218439432,,,,,,,,ISRIC SoilGrids v2.0
BAG_001,Bagalkote,16.214076216846937,75.84776194861082,30.5,40.3,29.2,7.5,1.33,172.0,147.0,ISRIC SoilGrids v2.0
BAG_002,Bagalkote,16.172460355397718,75.70740193748581,33.5,46.4,20.1,7.3,1.36,189.0,150.0,ISRIC SoilGrids v2.0
BAG_003,Bagalkote,16.150938689147647,75.72202073519927,31.3,42.7,26.0,7.1,1.36,169.0,148.0,ISRIC SoilGrids v2.0
BAG_004,Bagalkote,16.208281867155517,75.89893090071376,28.0,46.6,25.4,7.4,1.03,156.0,153.0,ISRIC SoilGrids v2.0
BAG_005,Bagalkote,16.21991112312012,75.6731016400296,25.6,55.5,18.9,7.2,1.07,180.0,144.0,ISRIC SoilGrids v2.0
BAG_006,Bagalkote,16.242890581909997,75.99756730963614,30.1,41.7,28.2,7.5,1.11,177.0,152.0,ISRIC SoilGrids v2.0
BAG_007,Bagalkote,16.16048752776439,75.82448526911747,35.6,35.9,28.5,7.7,1.35,199.0,145.0,ISRIC SoilGrids v2.0
BAG_008,Bagalkote,16.217036945694613,75.81974458332229,33.5,37.7,28.8,7.5,1.52,205.0,146.0,ISRIC SoilGrids v2.0
BAG_009,Bagalkote,16.289700763541685,75.98975679641394,33.0,43.9,23.1,7.5,1.3,171.0,151.0,ISRIC SoilGrids v2.0
HUN_000,Hungund,16.07902774798801,75.88935129766233,24.3,53.7,22.0,6.8,1.19,180.0,144.0,ISRIC SoilGrids v2.0
HUN_001,Hungund,16.151372800461626,75.84345502691612,34.5,36.3,29.2,7.7,1.54,190.0,151.0,ISRIC SoilGrids v2.0
HUN_002,Hungund,16.103005273136027,75.87995537579715,31.1,44.1,24.8,7.1,1.3,189.0,149.0,ISRIC SoilGrids v2.0
HUN_003,Hungund,16.171341067770385,76.11014984710442,31.1,38.8,30.1,7.4,1.33,152.0,151.0,ISRIC SoilGrids v2.0
